관리번호,제품명,품목코드,TEST,SPECIFICATION,RESULT
EVCO-754,"Rosemoon Rich Camellia Brightening All-in-one Base Sun Screen SPF50+, PA+++",RSSC001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-754,"Rosemoon Rich Camellia Brightening All-in-one Base Sun Screen SPF50+, PA+++",RSSC001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-754,"Rosemoon Rich Camellia Brightening All-in-one Base Sun Screen SPF50+, PA+++",RSSC001,Content,102.5ml,PASSED TO THE TEST
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,Color,White,PASSED TO THE TEST
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,Odor,Fragrance,PASSED TO THE TEST
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,Hardness,1.07 ± 0.1,1.06
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-755,Rose Mine Perfumed Body Wash Purple Glow,RPBCM21,Content,102.5ml,PASSED TO THE TEST
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,Color,White,PASSED TO THE TEST
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,Odor,Fragrance,PASSED TO THE TEST
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,Hardness,1.07 ± 0.1,1.06
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-756,Rose Mine Perfumed Body Wash Blue Hawaii,RPBCM22,Content,102.5ml,PASSED TO THE TEST
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,Color,White,PASSED TO THE TEST
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,Odor,Fragrance,PASSED TO THE TEST
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,Hardness,1.07 ± 0.1,1.06
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-757,Rose Mine Perfumed Body Wash Golden Flower,RPBCM23,Content,102.5ml,PASSED TO THE TEST
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,Color,White,PASSED TO THE TEST
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,Odor,Fragrance,PASSED TO THE TEST
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,Hardness,1.07 ± 0.1,1.06
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-758,Rose Mine Perfumed Body Wash Pink Lady,RPBCM24,Content,102.5ml,PASSED TO THE TEST
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,Color,White,PASSED TO THE TEST
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,Odor,Fragrance,PASSED TO THE TEST
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,Hardness,1.07 ± 0.1,1.06
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-759,Mimi Lauryne's Affordable Luxury,MLAL028,Content,102.5ml,PASSED TO THE TEST
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,Color,White,PASSED TO THE TEST
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,Odor,Fragrance,PASSED TO THE TEST
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,Hardness,1.07 ± 0.1,1.06
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-760,PEDISON Institut-beaute Rosemary&Mint Shampoo,PDSP004,Content,102.5ml,PASSED TO THE TEST
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,Color,White,PASSED TO THE TEST
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,Odor,Fragrance,PASSED TO THE TEST
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,Hardness,1.07 ± 0.1,1.06
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-761,PEDISON Institut-beaute Rosemary&Mint Conditioner,PDRS002,Content,102.5ml,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Appearance,Cream,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Color,White,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Odor,Fragrance,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,pH ( 25℃ ),7.0 ± 1.0,7.2
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Viscosity,"24,000 ± 5,000 Cps",13500.0
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Microorganism,MAX. 500 CFU/g,0 CFU/g
EVCO-762,WITHME Snow Whitening Cream,WMCR001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Content,140 mL,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Adenosine Identification,Standard of RT ± 10% within,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Adenosine content test,More than 90% of the Indicated,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Niacinamide Identification,Standard of RT ± 10% within,PASSED TO THE TEST
EVCO-762,WITHME Snow Whitening Cream,WMCR001,Niacinamide content test,More than 90% of the Indicated,PASSED TO THE TEST
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,Appearance,Clear viscosity liquid,PASSED TO THE TEST
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,Color,Coloreless,PASSED TO THE TEST
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,Odor,Fragrance,PASSED TO THE TEST
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,pH ( 25℃ ),6.7 ± 1.0,0.0
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,Viscosity,"4,000 ± 3,000 Cps",0.0
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,Microorganism,MAX. 500 CFU/g,0 CFU/g
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-763,PEDISON DEO DE Body Cleanser,PDBC001,Content,750 mL,0.0
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,Color,White,PASSED TO THE TEST
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,Odor,Fragrance,PASSED TO THE TEST
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,Hardness,1.07 ± 0.1,1.06
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-764,Rose Mine Perfumed Body Lotion Purple Glow,RMBLM21,Content,102.5ml,PASSED TO THE TEST
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,Color,White,PASSED TO THE TEST
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,Odor,Fragrance,PASSED TO THE TEST
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,Hardness,1.07 ± 0.1,1.06
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-765,Rose Mine Perfumed Body Lotion Blue Hawaii,RMBLM22,Content,102.5ml,PASSED TO THE TEST
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,Color,White,PASSED TO THE TEST
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,Odor,Fragrance,PASSED TO THE TEST
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,Hardness,1.07 ± 0.1,1.06
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-766,Rose Mine Perfumed Body Lotion Golden Flower,RMBLM23,Content,102.5ml,PASSED TO THE TEST
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,Color,White,PASSED TO THE TEST
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,Odor,Fragrance,PASSED TO THE TEST
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,Hardness,1.07 ± 0.1,1.06
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-767,Rose Mine Perfumed Body Lotion Pink Lady,RMBLM24,Content,102.5ml,PASSED TO THE TEST
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,Color,White,PASSED TO THE TEST
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,Odor,Fragrance,PASSED TO THE TEST
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,Hardness,1.07 ± 0.1,1.06
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-768,Star Bath Steam Milk Body Lotion Pure Berry Delight Scent,SSBL001,Content,102.5ml,PASSED TO THE TEST
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,Color,White,PASSED TO THE TEST
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,Odor,Fragrance,PASSED TO THE TEST
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,Hardness,1.07 ± 0.1,1.06
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-769,Star Bath Steam Milk Body Lotion Spakling Cool Lime Scent,SSBL002,Content,102.5ml,PASSED TO THE TEST
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,Color,White,PASSED TO THE TEST
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,Odor,Fragrance,PASSED TO THE TEST
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,Hardness,1.07 ± 0.1,1.06
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-770,Star Bath Steam Milk Body Lotion Blue Lemonade Scent,SSBL003,Content,102.5ml,PASSED TO THE TEST
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,Color,White,PASSED TO THE TEST
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,Odor,Fragrance,PASSED TO THE TEST
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,Hardness,1.07 ± 0.1,1.06
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-771,Star Bath Steam Milk Body Lotion Raspberry Mango Scent,SSBL004,Content,102.5ml,PASSED TO THE TEST
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,Color,White,PASSED TO THE TEST
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,Odor,Fragrance,PASSED TO THE TEST
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,Hardness,1.07 ± 0.1,1.06
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-772,Star Bath Steam Milk Body Lotion Soft Cream Vanilla Scent,SSBL005,Content,102.5ml,PASSED TO THE TEST
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,Color,White,PASSED TO THE TEST
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,Odor,Fragrance,PASSED TO THE TEST
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,Hardness,1.07 ± 0.1,1.06
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-773,Star Bath Steam Milk Body Lotion Strawberry Rumble Scent,SSBL006,Content,102.5ml,PASSED TO THE TEST
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,Color,White,PASSED TO THE TEST
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,Odor,Fragrance,PASSED TO THE TEST
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,Hardness,1.07 ± 0.1,1.06
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-774,Star Bath Steam Milk Body Lotion  Chu Chu Choco Mint Scent,SSBL007,Content,102.5ml,PASSED TO THE TEST
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,Color,White,PASSED TO THE TEST
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,Odor,Fragrance,PASSED TO THE TEST
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,Hardness,1.07 ± 0.1,1.06
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-775,"Star Bath Steam Milk Body Lotion Oh, My Tangerine Scent",SSBL008,Content,102.5ml,PASSED TO THE TEST
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,Color,White,PASSED TO THE TEST
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,Odor,Fragrance,PASSED TO THE TEST
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,Hardness,1.07 ± 0.1,1.06
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-776,Star Bath Steam Milk Body Lotion Peach Mania Scent,SSBL009,Content,102.5ml,PASSED TO THE TEST
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,Color,White,PASSED TO THE TEST
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,Odor,Fragrance,PASSED TO THE TEST
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,Hardness,1.07 ± 0.1,1.06
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-777,ROSEMINE Perfumed Body Mist,RMMT006,Content,102.5ml,PASSED TO THE TEST
EVCO-778,ASTON NATURE Baobab Perfume Hair Pack,ANHP001,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-778,ASTON NATURE Baobab Perfume Hair Pack,ANHP001,Color,White,PASSED TO THE TEST
EVCO-778,ASTON NATURE Baobab Perfume Hair Pack,ANHP001,Odor,Fragrance,PASSED TO THE TEST
EVCO-778,ASTON NATURE Baobab Perfume Hair Pack,ANHP001,pH ( 25℃ ),6.5 ± 1.0,6.4
