관리번호,제품명,품목코드,TEST,SPECIFICATION,RESULT
EVCO-1033,Mimi Laurynes Moment Hand Cream-Gardenia,MLHC017,Viscosity,"45,000 ± 5,000 Cps",0.0
EVCO-1033,Mimi Laurynes Moment Hand Cream-Gardenia,MLHC017,Microorganism,MAX. 500 CFU/g,
EVCO-1033,Mimi Laurynes Moment Hand Cream-Gardenia,MLHC017,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1033,Mimi Laurynes Moment Hand Cream-Gardenia,MLHC017,Content,60 mL,0.0
EVCO-1033,Mimi Laurynes Moment Hand Cream-Gardenia,MLHC017,0.0,0.0,0.0
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,Appearance,0.0,PASSED TO THE TEST
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,Color,0.0,PASSED TO THE TEST
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,pH ( 25℃ ),5.8 ± 1.0 (25℃),0.0
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,Viscosity,80 ± 15 dyne/cm2,0.0
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,Microorganism,MAX. 500 CFU/g,
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,Content,140 mL,0.0
EVCO-1034,PANTHESTIC Derma Cica Acne Cleansing Foam,PTFC001,0.0,0.0,0.0
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,Appearance,0.0,PASSED TO THE TEST
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,Color,0.0,PASSED TO THE TEST
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,pH ( 25℃ ),4.9 ± 1.0 (25℃),0.0
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,Viscosity,"15,000 ± 5,000 Cps",0.0
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,Microorganism,MAX. 500 CFU/g,
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,Content,15ml,0.0
EVCO-1035,VALMONA Earth Therapy Scalp Scaler,VMSS001,0.0,0.0,0.0
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,Appearance,0.0,PASSED TO THE TEST
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,Color,0.0,PASSED TO THE TEST
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,pH ( 25℃ ),8.5 ± 1.0 (25℃),0.0
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,Viscosity,"20,000 ± 5,000 Cps",0.0
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,Microorganism,MAX. 500 CFU/g,
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,Content,15 mL,0.0
EVCO-1036,VALMONA Earth Repair Bonding Ampoule,VMBA001,0.0,0.0,0.0
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,Appearance,0.0,PASSED TO THE TEST
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,Color,0.0,PASSED TO THE TEST
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,pH ( 25℃ ),6.5 ± 1.0 (25℃),0.0
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,Viscosity,"4,000 ± 2,000 Cps",0.0
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,Microorganism,MAX. 500 CFU/g,
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,Content,25 mL,0.0
EVCO-1037,VALMONA Earth Therapy Scalp Purifier,VMSF001,0.0,0.0,0.0
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,Appearance,Liquid,PASSED TO THE TEST
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,Color,White,PASSED TO THE TEST
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,pH ( 25℃ ),4.8 ± 1.0 (25℃),4.8
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,Viscosity,700 ± 300 Cps,700.0
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,Microorganism,MAX. 500 CFU/g,
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,Content,80 ml,80.0
EVCO-1038,BORDO Mint Cooling Foot Deodorant,BDFD001,0.0,0.0,0.0
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,Appearance,0.0,PASSED TO THE TEST
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,Color,0.0,PASSED TO THE TEST
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,pH ( 25℃ ),6.8 ± 1.0 (25℃),0.0
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,Viscosity,"4,000 ± 2,000 Cps",0.0
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,Microorganism,MAX. 500 CFU/g,
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,Content,35 mL,0.0
EVCO-1039,PANTHESTIC Wonderfill Hydra Mucin Effector,PTEF001,0.0,0.0,0.0
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,Appearance,0.0,PASSED TO THE TEST
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,Color,0.0,PASSED TO THE TEST
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,Odor,Fragrance,PASSED TO THE TEST
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,pH ( 25℃ ),4.0 ± 1.0 (25℃),0.0
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,Viscosity,"1,000 ± 500 Cps",0.0
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,Microorganism,MAX. 500 CFU/g,
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,Content,35 mL,0.0
EVCO-1040,PANTHESTIC Wonderfill Thermapill Effector,PTEF002,0.0,0.0,0.0
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,Appearance,0.0,PASSED TO THE TEST
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,Color,0.0,PASSED TO THE TEST
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,Odor,Fragrance,PASSED TO THE TEST
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,pH ( 25℃ ),5.6 ± 1.0 (25℃),0.0
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,Viscosity,100 ± 50 Cps,0.0
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,Microorganism,MAX. 500 CFU/g,
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,Content,35 mL,0.0
EVCO-1041,PANTHESTIC Wonderfill Clearing Effector,PTEF003,0.0,0.0,0.0
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,Appearance,Aerosols filled liquid,PASSED TO THE TEST
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,Color,White,PASSED TO THE TEST
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,pH ( 25℃ ),6.5 ± 1.0,6.4
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,Mercury,≤1 ppm,PASSED TO THE TEST
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,Hardness,1.07 ± 0.1,1.06
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,Microorganism,MAX. 100 CFU/g,MAX. 10 CFU/g
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1042,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,BTMD001,Content,102.5ml,PASSED TO THE TEST
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,Appearance,Liquid,PASSED TO THE TEST
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,Color,Colorless,PASSED TO THE TEST
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,Odor,Fragrance,PASSED TO THE TEST
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,pH ( 25℃ ),4.1 ± 1.0 (25℃),4.18
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,Specific gravity,1.04 ± 0.02,1.04
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,Microorganism,MAX. 500 CFU/g,
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,Content,250 mL,250.0
EVCO-1043,isLeaf Pure Feminine Bubble Cleanser-Green Tea,ILWS003,0.0,0.0,0.0
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,Appearance,Liquid,PASSED TO THE TEST
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,Color,Colorless,PASSED TO THE TEST
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,Odor,Fragrance,PASSED TO THE TEST
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,pH ( 25℃ ),4.1 ± 1.0 (25℃),4.15
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,Specific gravity,1.04 ± 0.02,1.04
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,Microorganism,MAX. 500 CFU/g,
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,Content,250 mL,250.0
EVCO-1044,isLeaf Pure Feminine Bubble Cleanser-Bijou,ILWS004,0.0,0.0,0.0
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,Appearance,Liquid,PASSED TO THE TEST
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,Color,Colorless,PASSED TO THE TEST
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,Odor,Fragrance,PASSED TO THE TEST
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,pH ( 25℃ ),4.2 ± 1.0 (25℃),4.29
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,Specific gravity,1.012 ± 0.02,1.012
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,Microorganism,MAX. 500 CFU/g,
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,Content,50 mL,50.0
EVCO-1045,isLeaf Pure Inner Perfume Mist-Green Tea,ILMT003,0.0,0.0,0.0
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,Appearance,Liquid,PASSED TO THE TEST
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,Color,Colorless,PASSED TO THE TEST
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,Odor,Fragrance,PASSED TO THE TEST
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,pH ( 25℃ ),4.2 ± 1.0 (25℃),4.21
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,Specific gravity,1.012 ± 0.02,1.012
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,Microorganism,MAX. 500 CFU/g,
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,Content,50 mL,50.0
EVCO-1046,isLeaf Pure Inner Perfume Mist-Bijou,ILMT004,0.0,0.0,0.0
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,Appearance,0.0,PASSED TO THE TEST
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,Color,0.0,PASSED TO THE TEST
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,Specific gravity,0.956 ± 0.02,0.0
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,Microorganism,MAX. 500 CFU/g,0.0
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,"Stability (5,37,45℃,72HR)",STABLE,
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,Content,30 mL,PASSED TO THE TEST
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,0.0,0.0,0.0
EVCO-1047,VALMONA Earth Repair Bonding Oil,VMOL001,0.0,0.0,0.0
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,Appearance,0.0,PASSED TO THE TEST
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,Color,0.0,PASSED TO THE TEST
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,pH ( 25℃ ),6.3 ± 1.0 (25℃),0.0
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,Viscosity,0.890 ± 0.02,0.0
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,Microorganism,MAX. 500 CFU/g,
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,Content,40 mL,0.0
EVCO-1048,VALMONA Earth Repair Bonding Compound,VMCP001,0.0,0.0,0.0
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,Appearance,0.0,PASSED TO THE TEST
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,Color,0.0,PASSED TO THE TEST
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,Odor,Fragrance,PASSED TO THE TEST
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,pH ( 25℃ ),8.3 ± 1.0 (25℃),0.0
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,Viscosity,900 ± 400 Cps,0.0
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,Microorganism,MAX. 500 CFU/g,
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,Content,500 mL,0.0
EVCO-1049,PANTHESTIC Derma Cica Acne Cleanser,PTBC002,0.0,0.0,0.0
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,Appearance,0.0,PASSED TO THE TEST
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,Color,0.0,PASSED TO THE TEST
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,pH ( 25℃ ),5.9 ± 1.0 (25℃),0.0
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,Viscosity,0.832 ± 0.02,0.0
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,Microorganism,MAX. 500 CFU/g,
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,Content,20 mL,0.0
EVCO-1050,Mimi Laurynes Moment Ordinary Perfume,MLPF001,0.0,0.0,0.0
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,Appearance,0.0,PASSED TO THE TEST
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,Color,0.0,PASSED TO THE TEST
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,Odor,Fragrance,PASSED TO THE TEST
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,pH ( 25℃ ),3.0 ~ 4.0 (25℃),0.0
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,Viscosity,0.998 ± 0.02,0.0
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,Microorganism,MAX. 500 CFU/g,
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,Content,150 mL,0.0
EVCO-1051,BORDO Dragon Foot Peeling Spray,BDFS002,0.0,0.0,0.0
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,Appearance,0.0,PASSED TO THE TEST
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,Color,0.0,PASSED TO THE TEST
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,Odor,Fragrance,PASSED TO THE TEST
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,pH ( 25℃ ),6.7 ± 1.0 (25℃),0.0
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,Viscosity,0.892 ± 0.02,0.0
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,Microorganism,MAX. 500 CFU/g,
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,Content,250 mL,0.0
EVCO-1052,ROERANCE Touch My Body Perfume Mist,RRBM010,0.0,0.0,0.0
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,Appearance,0.0,PASSED TO THE TEST
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,Color,0.0,PASSED TO THE TEST
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,Odor,Fragrance,PASSED TO THE TEST
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,pH ( 25℃ ),5.5 ± 1.0 (25℃),0.0
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,Viscosity,1.470 ± 0.02,0.0
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,Microorganism,MAX. 500 CFU/g,
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,Content,250g,0.0
EVCO-1053,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,NPSS005,0.0,0.0,0.0
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,Appearance,0.0,PASSED TO THE TEST
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,Color,0.0,PASSED TO THE TEST
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,Odor,Fragrance,PASSED TO THE TEST
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,pH ( 25℃ ),8.8 ± 1.0 (25℃),0.0
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,Viscosity,"5,000 ± 3,000 Cps",0.0
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,Microorganism,MAX. 500 CFU/g,
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,Content,5 mL,0.0
EVCO-1054,isLeaf Intimate Wash for Man,ILWSP01,0.0,0.0,0.0
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,Appearance,0.0,PASSED TO THE TEST
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,Color,0.0,PASSED TO THE TEST
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,Odor,Fragrance,PASSED TO THE TEST
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,pH ( 25℃ ),5.7 ± 1.0 (25℃),0.0
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,Viscosity,300 ± 200 Cps,0.0
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,Microorganism,MAX. 500 CFU/g,
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,"Stability (5,37,45℃,72HR)",STABLE,PASSED TO THE TEST
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,Content,500 mL,0.0
EVCO-1055,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,HFHW001,0.0,0.0,0.0
EVCO-1056,HAFADAI Perfumed Foaming Hand Wash-Fresh Fruit,HFHW002,Appearance,0.0,PASSED TO THE TEST
EVCO-1056,HAFADAI Perfumed Foaming Hand Wash-Fresh Fruit,HFHW002,Color,0.0,PASSED TO THE TEST
