ingredient_code,ingredient_name,manufacturer,origin_country,purchase_type,purchase_method
MFB-0026,Body Care 71247,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0027,Blueberry 70939,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0028,Body Care 71562/R,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0029,Body Care 73126,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0030,Body Care 73121N,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0031,Balm Mint 80961,타임향료,타임향료,무작위,원료실
MFB-0032,Body care 73625(모링가2),고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0033,Biyeon Innocent FP10014854,키맥스㈜,키맥스㈜,무작위,원료실
MFB-0034,Black Volume B CSN098974,키맥스㈜,키맥스㈜,무작위,원료실
MFB-0035,Body Care 74832,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0036,Body Care 77029,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0037,Baby Care 29954/BF,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0038,Body Care 78168,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0039,Body Care 78444,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0040,Body Care 78443N,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0041,Body Care 78830,고려애프앤애프,고려애프앤애프,무작위,원료실
MFB-0042,Body Care 95-H15196/R,,㈜한불화농,무작위,원료실
MFB-0043,Body Care 79805/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0044,Body Care 79312,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0045,Body Care 79315,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0046,Body Care 79787/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0047,Body Care 76826/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0048,Body Care A70234,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0049,Body Care 78446,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0050,Body Care A70497,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0051,Body Care A70499,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0052,Body care A70751,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0053,Body Care A70797/BF [= 구 (Body Care A70797/LF)],고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0054,Orange Blossom HP-BA51205,한빛향료,55000,무작위,원료실
MFB-0055,Body Care A71866,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0056,Body care A71902,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0057,Body care A71905,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0058,Body care A71986,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0059,Body Care A73562/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0060,Body Wash A73993,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0061,Body care A74182,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0062,Body care A73565,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0063,Body care A74227,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0064,Body care A74232,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0065,Body care A74229,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0066,Body care A73561,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0067,Petite Cherie HP-BA51207,한빛향료,한빛향료,무작위,원료실
MFB-0068,Body Care A75569,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0069,Body Care A74000,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0070,Body Care A76157/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0071,Body Care A76443/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0072,Body Care A76444,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0074,Body Mist A77013,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0075,Bergamot Oil (Italy),ALBERT VIEILLE,도터라인,무작위,원료실
MFB-0076,Body Care A78500,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0077,Body Care B71555,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0078,Body Care B71590,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0079,Body Care B71588/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0080,Body Care A73997/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0081,Body Care B72755,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0082,Body Care B72756,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0083,Body Care B72757,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0084,Body Care 78144/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0085,Body Care B74999,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0086,Body Care B75244,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0087,Body Mist B76462,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0088,Body Mist B76501,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0089,Body Care B77016,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0090,Body Care B74591,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0091,Body Care B77646,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0092,BIO-WS-501,송하F&F,송하F&F,무작위,원료실
MFB-0093,BODY CARE B79304,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0094,Body Care C71340,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0095,Body Care C71343,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0096,Body Care D76437,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0097,Body Care C75743,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0098,Body Care C76834,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0099,Body Care C74604,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0100,Body Care C77109,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0101,Body Care C77113,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0102,Body Care C77322,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0103,Body Care C77110,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0104,BODY CARE D70947,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0105,BODY CARE D73906,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0106,Body Care D73778,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0107,Body Care D73994,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0108,Body Care D73887,고려에프앤에프,고려에프앤에프,무작위,원료실
MFB-0109,Body Care D77333,고려에프앤에프,고려에프앤에프,무작위,원료실
MFC-0016,Cologne EV 5218,Ogawa,금도무역,무작위,원료실
MFC-0017,Curve 404,UngreerLimited,송하무역,무작위,원료실
MFC-0019,Cologne Eva FW9013575,키맥스향료,키맥스향료,무작위,원료실
MFC-0020,Charming Bouquet A CSN064075 (구 FY4017811),키맥스향료,키맥스향료,무작위,원료실
MFC-0021,Citrus Floral 4P00134,한불화농,한불화농,무작위,원료실
MFC-0022,Collagen 100813,타임향료,타임향료,무작위,원료실
MFC-0023,Coffeebean-25476,㈜쎈텍,㈜쎈텍,무작위,원료실
MFC-0024,Citrus Sweet 15P02822,한불화농,한불화농,무작위,원료실
MFC-0025,Captivation-52B,,㈜아로마뱅크,무작위,원료실
MFC-0026,Candle 96878,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0027,Candle 97590,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0028,Candle 97591,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0029,Candle 97622,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0030,Candle 97623,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0031,Candle 97235,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0032,Candle 99626,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0033,Candle 97231,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFC-0034,Citronella Oil,,타임향료,무작위,원료실
MFD-0006,동백 J15459/R,한불화농,한불화농,무작위,원료실
MFD-0007,동백 J15460,한불화농,한불화농,무작위,원료실
MFD-0008,Diffuser 69418,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFD-0009,Diffuser 69419,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFE-0001,EBS-59,지보단 ,지보단코리아,무작위,원료실
MFE-0002,EBS Plus B CSN087375,키맥스향료,키맥스향료,무작위,원료실
MFE-0004,EV-51309,Ogawa,금도무역,무작위,원료실
MFE-0005,Evas-51314,"Ogawa,쎈텍㈜","금도무역,쎈텍㈜",무작위,원료실
MFE-0018,Elegy-31714,쎈텍㈜,쎈텍㈜,무작위,원료실
MFE-0019,Essential Complex 190601,타임향료,타임향료,무작위,원료실
MFE-0020,Eucalyptus Oil,doingcom,(주)도터라인,무작위,원료실
MFE-0021,Essential Complex 200602,타임향료,타임향료,무작위,원료실
MFF-0003,Ferra One FY8008187,키맥스향료,키맥스향료,무작위,원료실
MFF-0004,Ferra One MX FS2015418,키맥스향료,키맥스향료,무작위,원료실
MFF-0005,Frag-24221,쎈텍㈜,쎈텍㈜,무작위,원료실
MFF-0006,Frag-25071,쎈텍㈜,쎈텍㈜,무작위,원료실
MFF-0007,Frag-27330,쎈텍㈜,쎈텍㈜,무작위,원료실
MFF-0008,Frag-28644,쎈텍㈜,쎈텍㈜,무작위,원료실
MFF-0009,Frag-28645,쎈텍㈜,쎈텍㈜,무작위,원료실
MFF-0010,Frag-27860,쎈텍㈜,쎈텍㈜,무작위,원료실
MFF-0011,Fresh Floral 15P03560,한불화농,한불화농,무작위,원료실
MFF-0012,Floral Powdery 95-L15336/R,한불화농,한불화농,무작위,원료실
MFF-0014,Floral Fruity D50866,한불화농,한불화농,무작위,원료실
MFF-0015,Floral Fresh 15P04546,한불화농,한불화농,무작위,원료실
MFF-0016,Frag - 29110,쎈텍㈜,쎈텍㈜,무작위,원료실
MFF-0017,Fresh Floral 15P04551,,,무작위,원료실
MFF-0018,Florista A121205,타임향료,타임향료,무작위,원료실
MFF-0019,Frag-61304,,,무작위,원료실
MFF-0020,Frag-62975,쎈텍,쎈텍,무작위,원료실
MFF-0021,Frag-42322,쎈텍,쎈텍,무작위,원료실
MFF-0022,Frag-42325,쎈텍,쎈텍,무작위,원료실
MFF-0023,Frag-42492,쎈텍,쎈텍,무작위,원료실
MFF-0024,Frag-49226,쎈텍,쎈텍,무작위,원료실
MFF-0025,Frag-86711,쎈텍,쎈텍,무작위,원료실
MFF-0026,Frag-49228,쎈텍,쎈텍,무작위,원료실
MFF-0027,Frag-51142,쎈텍,쎈텍,무작위,원료실
MFF-0028,Frag-48903 ,쎈텍,쎈텍,무작위,원료실
MFF-0029,Frag-42501,쎈텍,쎈텍,무작위,원료실
MFF-0030,Frag-49225,쎈텍,쎈텍,무작위,원료실
MFF-0031,Frag-86911,쎈텍,쎈텍,무작위,원료실
MFF-0032,Frag-86912,쎈텍,쎈텍,무작위,원료실
MFF-0033,Frag-51141,쎈텍,쎈텍,무작위,원료실
MFF-0034,Frag-42499,쎈텍,쎈텍,무작위,원료실
MFF-0035,Frag-82704,쎈텍,쎈텍,무작위,원료실
MFF-0036,Frag-92520,쎈텍,쎈텍,무작위,원료실
MFF-0037,Frag-52231,쎈텍,쎈텍,무작위,원료실
MFF-0038,Frag-42315,쎈텍,쎈텍,무작위,원료실
MFF-0039,Frag-52229,쎈텍,쎈텍,무작위,원료실
MFF-0040,Frag-49227,쎈텍,쎈텍,무작위,원료실
MFF-0041,Frag-10664,쎈텍,쎈텍,무작위,원료실
MFF-0042,Frag-Y1546,쎈텍,쎈텍,무작위,원료실
MFF-0043,Fragrance A95054,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFF-0044,Frag-52233,쎈텍,쎈텍,무작위,원료실
MFF-0045,Frag-42328,쎈텍,쎈텍,무작위,원료실
MFF-0046,Frag-47267,쎈텍,쎈텍,무작위,원료실
MFF-0047,Frag-B2857,쎈텍,쎈텍,무작위,원료실
MFF-0048,FOR SKIN-40W,(주)아로마뱅크,(주)아로마뱅크,무작위,원료실
MFF-0049,FOR SKIN-50W,(주)아로마뱅크,(주)아로마뱅크,무작위,원료실
MFF-0050,FOR HAIR-20H,(주)아로마뱅크,(주)아로마뱅크,무작위,원료실
MFF-0051,FOR SKIN-70W,아로마뱅크,아로마뱅크,무작위,원료실
MFG-0004,Grape 100812,타임향료,타임향료,무작위,원료실
MFG-0005,Ginger Mild FO5021665,키맥스향료,키맥스향료,무작위,원료실
MFG-0006,Grapefruit 95-15P02170,한불화농,한불화농,무작위,원료실
MFH-0001,Herbal Yours FT7017810,키맥스향료,키맥스향료,무작위,원료실
MFH-0005,Hand Care 79102,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFH-0006,Herb Garden A121204,타임향료,타임향료,무작위,원료실
MFH-0007,Hinoki A121203,타임향료,타임향료,무작위,원료실
MFH-0008,Hair Care A30107,,,무작위,원료실
MFH-0009,Hand Care A70496,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFH-0010,Hair Care A33949,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFH-0011,Hair Care HP-707133,(주)한빛향료,(주)한빛향료,무작위,원료실
MFH-0012,Hair Care A37662,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFH-0013,H305541,지앤씨코스텍,지앤씨코스텍,무작위,원료실
MFH-0014,HAIR CARE C35232,㈜고려에프앤에프,㈜고려에프앤에프,무작위,원료실
MFH-0015,H305014,지앤씨코스텍,지앤씨코스텍,무작위,원료실
MFH-0016,H305172,지앤씨코스텍,지앤씨코스텍,무작위,원료실
MFK-0007,KX EV - 2078/3,키맥스향료,키맥스향료,무작위,원료실
MFK-0016,KX EV 3110,키맥스향료,키맥스향료,무작위,원료실
MFK-0018,KX EV - 1293,키맥스향료,키맥스향료,무작위,원료실
MFK-0019,KX EV - 2108,키맥스향료,키맥스향료,무작위,원료실
MFK-0020,KX EV - 2121,키맥스향료,키맥스향료,무작위,원료실
MFK-0021,KX EV W0014,키맥스향료,키맥스향료,무작위,원료실
MFK-0022,KX EV - 2106,키맥스향료,키맥스향료,무작위,원료실
MFK-0024,KX EVF 0011,키맥스향료,키맥스향료,무작위,원료실
MFK-0025,KX EVM 0024,키맥스향료,키맥스향료,무작위,원료실
MFK-0026,KXOH 3838,키맥스향료,키맥스향료,무작위,원료실
MFL-0007,Frag - LS2120,,,무작위,원료실
MFL-0009,Essential Lavender Oil,SENSIENT,타임향료,무작위,원료실
MFL-0010,Lavender,타임향료,타임향료,무작위,원료실
MFL-0011,Litsea Cubeba Oil,MOELLHAUSEN SPA,도터라인,무작위,원료실
MFL-0012,Loewe Sutileza-50NAT,아로마뱅크,아로마뱅크,무작위,원료실
MFM-0010,Essential Mandarine Oil,SENSIENT,타임향료,무작위,원료실
MFM-0016,Masculine E11084,한불화농,한불화농,무작위,원료실
MFM-0017,Masculine F11408/R3,한불화농,한불화농,무작위,원료실
MFM-0018,Masculine 11801,고려애프앤애프,고려애프앤애프,무작위,원료실
MFM-0019,민들레 15P03598,한불화농,한불화농,무작위,원료실
MFM-0020,Mega Melon A121202,타임향료,타임향료,무작위,원료실
MFM-0021,Moon Flower A121203,타임향료,타임향료,무작위,원료실
MFM-0022,Masculine 16677,고려애프앤애프,고려애프앤애프,무작위,원료실
MFM-0023,Masculine 15959,고려애프앤애프,고려애프앤애프,무작위,원료실
MFN-0001,Natural Citrus-31559,쎈텍㈜,쎈텍㈜,무작위,원료실
MFO-0005,"Orange Oil, Valencia (sweet)",pentamfg,(주)도터라인,무작위,원료실
MFP-0003,PELT PH-5034005,한국아로마,한국아로마,무작위,원료실
MFP-0004,Peach 71484,고려애프앤애프,고려애프앤애프,무작위,원료실
MFP-0005,Pumpkin A46954,한불화농,한불화농,무작위,원료실
MFP-0006,Perfume E10003 ,한불화농,한불화농,무작위,원료실
MFP-0007,Perfume 26000/BF,고려애프앤애프,고려애프앤애프,무작위,원료실
MFP-0008,Peach K15896,한불화농,한불화농,무작위,원료실
MFP-0009,Peppermint-26640,쎈텍㈜,쎈텍㈜,무작위,원료실
MFP-0010,Perfume 10P01020,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0011,Perfume A27986,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0012,Perfume A28018,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0013,Perfume A27988,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0014,Perfume A27987/BF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0015,Perfume B20585,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0016,Perfume F22894,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0017,Perfume B20017,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0018,Perfume B20022/LF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0019,Perfume B20589,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0020,Perfume B20023/LF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0021,Perfume B20584,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0022,Perfume B22581/LF,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0023,Perfume B22582,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0024,Perfume B26624,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0025,Perfume B26641,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0026,Perfume B26642,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0027,Perfume B26640,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0028,Perfume E25788,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0029,Perfume B27553,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0030,Perfume B27597,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0031,Perfume B27598,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0032,Perfume B27554,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0033,Perfume F23387 (=구 Perfume B26627),고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0034,Perfume B20020,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0035,Perfume B28339,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0036,Petitgrain Oil,ALBERT VIEILLE SAS,도터라인,무작위,원료실
MFP-0037,Perfume C20541,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0038,Peppermint Oil [냉장보관],Moellhausen,(주)도터라인,무작위,원료실
MFP-0039,Perfume D21707,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0040,Perfume D21708,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0041,Perfume D28777,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0042,Perfume D28779,고려에프앤에프,고려에프앤에프,무작위,원료실
MFP-0043,PURE COTTON V2,Givaudan ,(주)이우바이오,무작위,원료실
MFR-0004,Essential Rosemary Oil,SENSIENT,타임향료,무작위,원료실
MFR-0005,Rosemary,타임향료,타임향료,무작위,원료실
MFR-0006,Rose 100811,타임향료,타임향료,무작위,원료실
MFR-0007,Rose Verbena-95B,아로마뱅크,아로마뱅크,무작위,원료실
MFS-0007,Stella 237/09,Charabot,샤라보코리아,무작위,원료실
MFS-0008,Stella 238/01,Charabot,샤라보코리아,무작위,원료실
MFS-0012,SE-4462,Givaudan ,지보단코리아,무작위,원료실
MFS-0013,Stella MJZ 257 D,Charabot,샤라보코리아,무작위,원료실
MFS-0015,Sexy Boys GCH 397/D,Charabot,샤라보코리아,무작위,원료실
MFS-0016,Skin Care HP-3875,한빛향료,한빛향료,무작위,원료실
MFS-0017,Skin Care A41106,한불화농,한불화농,무작위,원료실
MFS-0019,Skin Care HP-31705,한빛향료,한빛향료,무작위,원료실
MFS-0020,Skin Care HP-31644,한빛향료,한빛향료,무작위,원료실
MFS-0021,Strawberry A71044,한불화농,한불화농,무작위,원료실
MFS-0023,SHAMPOO 5P11595 [(= 구 SHAMPOO A50245)],한불화농,한불화농,무작위,원료실
MFS-0024,Skin Care A43051,한불화농,한불화농,무작위,원료실
MFS-0025,Skin Care A43053,한불화농,한불화농,무작위,원료실
MFS-0026,Skin Care A44252,한불화농,한불화농,무작위,원료실
MFS-0030,Skin Care 20425,고려애프앤애프,고려애프앤애프,무작위,원료실
MFS-0031,Skin Care A46762,한불화농,한불화농,무작위,원료실
MFS-0032,Shower Cologne 22637,고려애프앤애프,고려애프앤애프,무작위,원료실
MFS-0033,Skin Care A48120,한불화농,한불화농,무작위,원료실
MFS-0034,Skin Care D40151,한불화농,한불화농,무작위,원료실
MFS-0035,Shower Cologne E10041/R,한불화농,한불화농,무작위,원료실
MFS-0036,Shower Cologne E10043/R4,한불화농,한불화농,무작위,원료실
MFS-0037,Shower Colonge D10961/R,한불화농,한불화농,무작위,원료실
MFS-0038,Skin Care 25111,고려애프앤애프,고려애프앤애프,무작위,원료실
MFS-0039,Skin Care HP-308661,한빛향료,한빛향료,무작위,원료실
MFS-0040,Skin Care 29274,고려애프앤애프,고려애프앤애프,무작위,원료실
MFS-0041,Shower Cologne A22576/LF,고려애프앤애프,고려애프앤애프,무작위,원료실
MFS-0042,Sea Voyage-99B,아로마뱅크,아로마뱅크,무작위,원료실
MFS-0043,Skin Care 95-A42109,아로마뱅크,아로마뱅크,무작위,원료실
MFS-0044,SP - 44617,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0045,SP - 44619,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0046,SP - 44861,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0047,S BERRY-55B,,,무작위,원료실
MFS-0048,SKIN CARE A25314,고려에프앤에프,고려에프앤에프,무작위,원료실
MFS-0049,Shower Cologne A27598,고려에프앤에프,고려에프앤에프,무작위,원료실
MFS-0050,Shower Cologne A27600,고려에프앤에프,고려에프앤에프,무작위,원료실
MFS-0051,Shower Cologne A27670,고려에프앤에프,고려에프앤에프,무작위,원료실
MFS-0052,SP-24-11571,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0053,SP - 47337R,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0054,SP-47338,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0055,SP-24-11563,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0056,SP-47468,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
MFS-0057,SP-47561,서울향료㈜인천제2공장,서울향료㈜인천제2공장,무작위,원료실
