id,ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin,created_at
12413985-445f-4f81-9000-95c7675d78f9,MKD-0005,1,Diglycerin,다이글리세린,"25618-55-7 
59113-36-9",100.0000,Humectant,,2026-01-28 16:37:18.006524+00
12cb19b4-fc62-4077-92eb-c76cd2ea3e69,MAV-0012,2,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
12cbc920-a56b-4e51-8297-898f1c8a34dc,MAO-0006,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1339ea63-4dd7-4ae5-9930-a919d654118d,MAS-0029,7,Sophora Flavescens Root Extract,고삼뿌리추출물,-,0.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
137fa8de-40c8-4dbe-b331-fd518e29e87e,MAH-0011,3,Hedera Helix (Ivy) Leaf/Stem Extract,서양송악잎/줄기추출물,-,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
138efe22-80f5-4d5e-8b76-1765a761f88b,MAP-0016,10,Passiflora Incarnata Flower Extract,살구추출물,84012-31-7,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
139f84ef-a2cf-4851-b771-994e937ee2ab,MAG-0028,1,Camellia Sinensis Leaf Powder,녹차가루,-,100.0000,Skin conditioning,대한민국,2026-01-28 16:37:16.589765+00
13b7fbe2-75c2-4c0b-88e9-9e80f0f73504,MAM-0025,3,Dimethicone,다이메티콘,9006-65-9,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
13d50c06-7e8c-48ab-89e7-ff1740e370af,MKM-0005,1,Diglycerin,다이글리세린,25618-55-7,10.0000,Humectant,대한민국,2026-01-28 16:37:18.006524+00
13e5c283-0980-4f62-8f9f-fd3be6651035,MOC-0008,1,Dicaprylyl Carbonate,다이카프릴릴카보네이트,1680-31-5,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
13e874d8-9e10-4514-a3cc-6c52895da8f2,MAH-0020,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1407d79b-c178-4c23-ac6a-478d3a0f3c21,MFE-0005,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
141f58ef-7a2b-4aa8-9b46-e6aa92c8fc37,MAN-0005,2,Glycerin,글리세린,56-81-5,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
146da9ef-efa1-4f80-b8e9-20b260c47e37,MAJ-0001,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1479decd-0c68-40b0-b1ef-6469eb06e244,MFP-0029,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
147ef3f9-4975-4b2e-ad34-7b0531ac1207,MSP-0007,1,Polyglyceryl-2 Stearate,폴리글리세릴-2스테아레이트,9009-32-9,45.0000,Emusifying Agents,미국,2026-01-28 16:37:18.006524+00
149bef26-8477-4a04-b9fc-6d753e85c589,MSC-0005,1,PEG-8 Beeswax,피이지-8비즈왁스,-,100.0000,Surfactants,,2026-01-28 16:37:18.006524+00
14aa4093-d780-4c47-a09b-fe198d174fe4,MAL-0018,3,Citrus Limon (Lemon) Fruit Extract,레몬추출물,84929-31-7,10.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1539d905-3b92-4fb0-b7f5-780d3c50eb72,MAP-0035,11,Dipeptide-2,다이펩타이드-2,-,0.0050,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
153cc93d-945e-432c-84ef-637a3b91f335,MAB-0010,3,Adansonia Digitata Leaf Extract,바오밥나무잎추출물,91745-12-9,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
15abec68-3573-472c-94da-6ddabe0b5c7c,MFB-0096,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
15bbde05-34af-4b7c-8fbe-5a061abdc5a1,MOC-0011,4,Solanum Melongena (Eggplant) Fruit Extract,가지열매추출물,84012-19-1,5.0000,Skin Conditioning Agent,싱가포르,2026-01-28 16:37:18.006524+00
15ecc285-2b71-4ebc-943a-68eb286a15a7,MAT-0009,5,Chrysanthemum Indicum Flower Extract,감국꽃추출물,-,1.2500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
165f252c-c97d-452f-a4e1-0c3403de6671,MWP-0004,2,PEG-20 Stearate,피이지-20스테아레이트,9004-99-3,0.0000,"Emulsion Stabilizer, Opacifying Agents",싱카포르,2026-01-28 16:37:18.006524+00
168a93ae-0fb0-4f3a-b0b2-8e7ce7b8839f,MAC-0001,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
16c0c1a4-e8a1-4ee9-a013-25a05eba4930,MFP-0025,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
16c94dfc-2043-41a4-8ae2-21c9851ce5fd,MXS-0013,1,Sucrose,수크로오스,57-50-1,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
16e636b0-f734-4acb-aab5-625166bfed44,MFD-0006,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
170f5769-8f0c-4d35-9a21-8e69c17e1582,MXV-0002,1,Vermiculite,질석,1318-00-9,100.0000,Bulking Agent,대한민국,2026-01-28 16:37:18.006524+00
17232ff7-e53b-4035-ba04-f757f44bb840,MSN-0002,1,Cetyl Ethylhexanoate,세틸에틸헥사노에이트,59130-69-7,100.0000,Skin Conditioning Agent,일본,2026-01-28 16:37:18.006524+00
175e9a93-0d8f-4856-98dd-ac0bb7b89d08,MAH-0024,2,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,3.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
177f741e-e424-411f-a985-9330b8206a54,MOD-0011,2,Cyclomethicone,사이클로메티콘,69430-24-6,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
17c2d215-c8da-472b-8fb6-339421a895dd,MOA-0010,2,Helianthus Annuus (Sunflower) Seed Oil,해바라기씨오일,164250-88-8,91.9500,Skin Conditioning Agent,브라질,2026-01-28 16:37:18.006524+00
17ca7653-4a18-446e-8037-96abb8269f15,MSN-0003,1,Dihydrocholeth-30,다이하이드로콜레스-30,42766-91-6,100.0000,Emusifying Agents,일본,2026-01-28 16:37:18.006524+00
18003050-ca2d-4cc1-84d6-83243f52ee85,MAV-0002,4,8,,,0.0000,"Antioxidants, Skin Conditioning Agent",스위스,2026-01-28 16:37:16.589765+00
180c3c25-2734-401e-977a-ccfb58cc5792,MAS-0008,1,Water,정제수,7732-18-5,58.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
18433d57-45b6-46ea-a4ce-d3f6486c1cb2,MSA-0018,1,Potassium Cocoyl Glycinate,포타슘코코일글리시네이트,301341-58-2,18.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
186707b1-4ac5-41b0-8522-d664841277d0,MAR-0015,2,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,3.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1867ca05-6552-4374-b0b1-daeffb016cc9,MUC-0002,1,Zinc Oxide,징크옥사이드,1314-13-2,62.0000,Sunscreen Agents,"3, -, -, 1",2026-01-28 16:37:18.006524+00
18733e34-db3b-4db7-b44f-548a2498c98e,MAN-0008,3,Water,정제수,56-81-5,10.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
188e6b64-3754-45a3-a91b-b8531d1636f6,MAY-0008,2,Butylene Glycol,부틸렌글라이콜,107-88-0,30.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
18953e94-b7d5-488f-9de4-1631a174ffc4,MFH-0016,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
18abf0e4-d4b9-4b99-abd1-42450b60b329,MAE-0012,2,Dextran,덱스트란,9004-54-0,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
18b94c2a-2051-4230-a22e-bbbc4c6d96ec,MCR-0001,1,CI 16185,적색2호,,100.0000,Colorant,한국,2026-01-28 16:37:16.589765+00
18d4687e-7d23-4395-bc6f-92a1e3a9b870,MFP-0032,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
190a2cb2-3dcc-47b3-848d-39e8499195bd,MAR-0011,1,Wine Extract,포도주추출물,-,100.0000,Skin Coditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
19250a20-8831-4597-b1b0-ca9dfe70615b,MCC-0003,2,tin oxide,틴옥사이드,1332-29-2,0.5000,"Bulking Agents, Opacifying Agents, Pearlizing Agent",독일,2026-01-28 16:37:16.589765+00
19518846-c2a6-4807-8bd5-e3086da825bf,MAP-0016,6,Psidium Guajava Fruit Extract,복숭아추출물,90045-46-8,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
1972a19d-35fc-47e7-b945-59bcd3de0f34,MAT-0010,5,Garcinia Mangostana Fruit Extract,망고스틴추출물,90045-25-3,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
19a4c626-0b17-44c3-81ef-8302ea688df4,MOS-0021,1,Hydrogenated Polydecene,하이드로제네이티드폴리데센,68037-01-4,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
19ad9856-5ff7-4375-85fd-b52a025da2f7,MAS-0021,4,Triticum Vulgare (Wheat) Seed Extract,밀추출물,-,0.2000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
19aefefa-4d48-49ec-adf6-7ea3ecc01a00,MAY-0005,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
19bbab51-bd7a-4a57-a264-08f657d84c78,MAG-0032,1,Water,정제수,7732-18-5,69.9000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
19cf6599-9c4a-4abf-a3f5-e846c2500b58,MXL-0002,1,Aluminum Chlorohydrate,알루미늄클로로하이드레이트,"1327-41-9 
7784-13-6 
12042-91-0",100.0000,Cosmetic Astringents,,2026-01-28 16:37:18.006524+00
1a300bdb-aa4f-4532-bbcb-ac2fb04dd9a8,MSB-0003,1,Hydrogenated Lecithin,하이드로제네이티드레시틴,92128-87-5,0.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
1a3e892d-8f9a-45af-a383-f76343774006,MAH-0011,2,Butylene Glycol,부틸렌글라이콜,107-88-0,25.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1a489dc7-45b5-410f-b632-5e39ece06717,MAV-0012,3,Rosa Damascena Flower Extract,다마스크장미꽃추출물,-,1.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1a8613d3-a353-4c7d-8625-d9e2baaaac6e,MAC-0035,1,Water,정제수,7732-18-5,60.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1ac219df-db04-4ca9-9b33-47bdd3a9f84c,MAR-0006,2,Phenoxyethanol,페녹시에탄올,122-99-6,0.5000,Skin Conditioning Agent,프랑스,2026-01-28 16:37:16.589765+00
1aca4c5f-c236-4962-919f-f2ddae3b7f16,MSO-0005,1,PEG-4 Olivate,피이지-4올리베이트,-,100.0000,Emusifying Agents,,2026-01-28 16:37:18.006524+00
1ad59f72-7412-4910-956b-ad0d557b3c2d,MAS-0016,1,Shea Butter,,-,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
1b04a0d3-17f2-4f80-be9d-b17c514c98d7,MVZ-0001,4,PVM/MA Copolymer,피브이엠/엠에이코폴리머,9011-16-9,0.0000,Humectants,,2026-01-28 16:37:18.006524+00
1b1202d5-0b91-4db1-9929-71a63c581888,MAM-0034,8,"1,2-Hexanediol",,6920-22-5,0.0002,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1b4e0ac8-52a2-4d1c-a2d1-fadf648ed10b,MFF-0047,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
1b6bbece-54b2-432e-b6aa-c68c6d6ca227,MCH-0002,2,Triethoxycaprylylsilane,트라이에톡시카프릴릴실레인,,3.0000,Colorant,대한민국,2026-01-28 16:37:18.006524+00
1b726129-d9d0-415b-8d96-6de0a1ff0231,MAW-0002,1,Water,정제수,7732-18-5,80.0000,Skin Conditioning Agent,,2026-01-28 16:37:16.589765+00
1b81afe1-036c-4d30-92af-bd0d2d05c5ad,MSM-0003,2,Water,,7732-18-5,70.0000,Surfactant,,2026-01-28 16:37:18.006524+00
1baddc08-7a90-4843-9ec2-7e8cf4b05b17,MVN-0003,1,Polyglyceryl-10  Behenate/Eicosadioate,폴리글리세릴-10베헤네이트/에이코사디오에이트,-,100.0000,Viscosity Increasing Agent,,2026-01-28 16:37:18.006524+00
1bb87ae1-3ffa-45da-befe-24cf29e48b30,MAI-0004,1,Water,정제수,7732-18-5,55.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1bddf02f-52f5-436a-9d2c-49dfd083ba6f,MAS-0038,1,Sodium Hyaluronate,소듐하이알루로네이트,9067-32-7,100.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
1c3a3a7c-4968-4464-a4ea-8e1d04f16cff,MFA-0012,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
1c5f477d-0b66-4fce-81fe-233d49b533f4,MAM-0031,3,Lepidium Meyenii Root Extract,마카뿌리추출물,-,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1c82c3df-4db9-4775-b4b7-b3308f92fb7c,MAS-0028,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1c8eeda1-a1d0-4a69-bd23-72011233f427,MKP-0003,9,Glutamic Acid,글루타믹애씨드,56-86-0 (L-),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
1c96eae7-9fdd-429f-9a53-3a9c08881cfc,MAP-0035,4,Ethylhexylglycerin,에틸헥실글리세린,70445-33-9,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1cf8bd84-7f46-46e5-a380-0e68f037a54a,MAV-0010,10,Panthenol,판테놀,81-13-0/16485-10-2,0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1d595590-f778-4fc1-93ae-e18dca8efb03,MFP-0023,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
1d88f1c9-0fd1-4a97-be69-bdee904d90bf,MCT-0006,9,Propylparaben,프로필파라벤,94-13-3,0.0000,Ultraviolet Light Absorbers,,2026-01-28 16:37:16.589765+00
1da47612-7bc1-4d12-a072-004f62d9cb2d,MOH-0002,1,Polyglyceryl-2 Isostearate/Dimer Dilinoleate Copolymer,폴리글리세릴-2아이소스테아레이트/다이머다이리놀리에이트코폴리머,73296-86-3,100.0000,Skin Conditioning Agent,일본,2026-01-28 16:37:18.006524+00
1dbbd0ba-285f-4edc-8bbc-0d208264c235,MKL-0001,1,Glycereth-26,글리세레스-26,31694-55-0,100.0000,Humectant,,2026-01-28 16:37:18.006524+00
1dc19d9f-0615-4f9d-8be5-7caf0f3776cc,MAC-0032,1,Water,정제수,7732-18-5,75.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1dd7b8d6-ef90-4c75-90a8-bb2bab34f655,MSM-0024,2,Steartrimonium chloride,스테아트라이모늄클로라이드,,30.0000,"Antistatic Agents, Hair Conditioning Agent",,2026-01-28 16:37:18.006524+00
1de4d6b3-777e-482e-92bc-1edebd5823dc,MPD-0004,1,Propylparaben,프로필파라벤,94-13-3,100.0000,Preservative,일본,2026-01-28 16:37:18.006524+00
1dff9c16-1167-4b5e-a25d-d03197abe9d9,MKH-0006,2,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
1e0269c6-eaf4-4882-9365-bdfd49e1e1fc,MFP-0017,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
1e05c33b-7093-4c0e-881f-46cfbbe11698,MAS-0027,3,Codonopsis Lanceolata Root Extract,더덕뿌리추출물,-,0.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1e0ec427-42a0-47b8-b455-af25b2133d22,MAV-0002,2,5,,,0.0000,"Antioxidants, Skin Conditioning Agent",스위스,2026-01-28 16:37:16.589765+00
1e114a19-5291-4170-91bd-166e8a271910,MSA-0018,3,Glycerin,글리세린,56-81-5,4.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
1e26b13d-34e5-41a2-8583-74338e67fa9a,MAH-0024,1,Panax Ginseng Root Water,홍삼수,72480-62-7,97.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1e2b8aed-5433-4aab-8005-9c1d5d6b1fdb,MAC-0044,1,Zinc oxide,징크옥사이드,1314-13-2,99.5000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
1e3ca274-dcb9-4c35-8416-62ab22505775,MFT-0018,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
1e552fe3-7746-4470-8dc4-4d54caaf9168,MXB-0006,4,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
1e573b74-7577-4a7f-b03c-d40a59e03762,MOE-0002,1,Phenyl Trimethicone,페닐트라이메티콘,2116-84-9,0.0000,"Antifoaming Agents, Hair Conditioning Agent, Skin Conditioning Agent",일본,2026-01-28 16:37:18.006524+00
1e6f97ba-acac-4270-aa24-c5e5df09a04f,MAN-0011,1,Retinal,레틴알,116-31-4,0.0000,Skin Conditioning Agent,중국,2026-01-28 16:37:16.589765+00
1e845ae8-707c-44e3-8924-907d80b8ed38,MSM-0034,2,Sucrose Cocoate,,56-81-5,50.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
1eaa9eb3-daa0-42fd-b32b-742d020db94a,MOP-0002,1,Arachis Hypogaea (Peanut) Oil,땅콩오일,8002-03-07 00:00:00,100.0000,Skin Conditioning Agent,,2026-01-28 16:37:18.006524+00
1edd6bae-e490-48c0-8181-57309500f259,MPD-0003,1,Methylparaben,메틸파라벤,99-76-3,100.0000,Preservative,일본,2026-01-28 16:37:18.006524+00
1f2d92be-a1fe-435e-87df-cab69271fd57,MVC-0001,1,Cellulose Gum,셀룰로오스검,9004-32-4,100.0000,Viscosity Increasing Agents,,2026-01-28 16:37:18.006524+00
1f322d5f-dc14-4c2d-af4d-36437bee581e,MSS-0008,1,Sodium Stearoyl Glutamate,,9005-25-8,100.0000,Surfactant,대한민국,2026-01-28 16:37:18.006524+00
1f412e51-0b23-45bb-a532-5bde2f3e4c6a,MFB-0038,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
1f42a5b0-17f9-4138-bb60-7d7fbe04a9e2,MDT-0009,1,Titanium Dioxide,티타늄디옥사이드,13463-67-7,87.0000,Sunscreen Agents,대한민국,2026-01-28 16:37:16.589765+00
1f4d255a-6b74-43c3-9d5d-dd56bee77041,MFS-0062,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
1f6c79d0-d301-44be-b200-5c2f0d386b8d,MOA-0005,1,Helianthus Annuus (Sunflower) Seed Oil,해바라기씨오일,8001-21-6,100.0000,Skin Conditioning Agent,스웨덴,2026-01-28 16:37:18.006524+00
1f7ed6fd-7aec-46bb-b15d-1a79b1b2fa34,MKP-0003,11,Lysine,라이신,56-87-1(L-),0.0100,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
1f94ea2e-7525-4fed-b096-758740909efc,MPS-0002,4,Illicium Verum (Anise) Fruit Extract,스타아니스추출물,84650-59-9,2.5000,Skin Conditioning Agent,인도,2026-01-28 16:37:18.006524+00
1fd4bb15-1029-4975-9f19-a6f79b2b2b40,MAV-0010,2,Thiamine HCl,티아민에이치씨엘,67-03-08,0.0010,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
1ff71ec8-c41a-4966-9d27-e1612e90098b,MFB-0064,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
1ffa499b-f5a4-458a-947a-2f5cd0d79355,MAP-0030,7,Tropolone,트로폴론,,0.2500,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
20195a1f-6e7b-4295-9c81-f4d85188a15e,MSB-0005,1,Propylene Glycol Laurate,프로필렌글라이콜라우레이트,27194-74-7,100.0000,Surfactant,말레이시아,2026-01-28 16:37:18.006524+00
208759c1-c503-40da-bc88-a580549f415e,MFS-0032,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
20ba479f-0eb8-4bf2-9409-6907adbb6df6,MAH-0025,2,"1,2-Hexanediol","1,2-헥산다이올",6920-22-5,2.5000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
211fb56a-9d2e-410b-a834-ab0b5f193203,MDE-0001,1,Mica,마이카,12001-26-2,0.0000,Bulking Agents,,2026-01-28 16:37:16.589765+00
213aa6b6-8542-4da8-af15-1a9570c44084,MFS-0066,1,Fragrance,향료,-,100.0000,Fragrance,,2026-01-28 16:37:18.006524+00
2140006e-b04d-4a0e-b926-d64e3127b347,MFP-0009,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
21534e87-0e9e-4ad9-ab9b-75176f254193,MAA-0001,1,Allantoin,알란토인,97-59-6,100.0000,Skin Protectant,영국,2026-01-28 16:37:16.589765+00
2156437b-2d92-4233-ba50-b74ed5428201,MAA-0029,1,Aloe vera ext.,,85507-69-3,95.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
216197de-a0c9-4f83-80e3-02f89c59f3ee,MFB-0045,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
2168b128-ba87-4b95-9527-5148a7f43f55,MKD-0003,1,Caprylyl Glycol,카프릴릴글라이콜,1117-86-8,100.0000,Skin Conditioning Agent,독일,2026-01-28 16:37:18.006524+00
219bfbb9-daff-4c14-aa36-0c5f63194d57,MAS-0032,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
219c866d-74fe-4868-8ed5-1134c3a5adc1,MFC-0033,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
21c9bf97-5ce0-4103-a711-602320cef24f,MFP-0013,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:18.006524+00
221e148a-84bb-452d-a404-6853ea442251,MAY-0003,2,Butylene Glycol,,107-88-0,30.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
2227d778-1f96-42ca-8a67-4a363d747b78,MAG-0022,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
22358196-b95c-468b-93ae-7286bada5ffb,MKP-0003,6,Sorbitol,솔비톨,3959-53-3(D-),0.1000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:18.006524+00
2241610d-2ed6-4052-9ed8-9b43b78be859,MAA-0032,1,Water,정제수,7732-18-5,84.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
224efad0-50c8-4643-8681-2d1dd8117d9f,MFF-0020,1,Fragrance,향료,-,100.0000,Fragrance,대한민국,2026-01-28 16:37:16.589765+00
22610b0a-c837-498f-9670-b9abf57f7056,MAY-0008,4,Glycerin,글리세린,56-81-5,5.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
2324c77d-89a2-43f2-be20-832644f47bdf,MAS-0041,2,Butylene Glycol,부틸렌글라이콜,107-88-0,40.0000,Skin Conditioning Agent,대한민국,2026-01-28 16:37:16.589765+00
