ingredient_code,ingredient_name,spec_item,spec_standard,result_value,result_date,test_method,remarks
MFS-0072,로즈듀엣 SP-52465,성상,미황색의 맑은 액상,,,,
MFS-0072,로즈듀엣 SP-52465,비중(d25),0.960 ~ 0.980,,,,
MFS-0072,로즈듀엣 SP-52465,굴절률(n20),1.491 ~ 1.511,,,,
MFS-0073,블랙체리 SP-52496,성상,미황색의 맑은 액상,,,,
MFS-0073,블랙체리 SP-52496,비중(d25),0.940 ~ 0.960,,,,
MFS-0073,블랙체리 SP-52496,굴절률(n20),1.461 ~ 1.481,,,,
MFS-0074,"PERFUME COMPOUND  
SP-53046",성상,미황색의 맑은 액상,,,,
MFS-0074,"PERFUME COMPOUND  
SP-53046",비중(d25),0.908 ~ 0.928,,,,
MFS-0074,"PERFUME COMPOUND  
SP-53046",굴절률(n20),1.475 ~ 1.495,,,,
MFS-0075,"PERFUME COMPOUND  
SP-53048",성상,미황색의 맑은 액상,,,,
MFS-0075,"PERFUME COMPOUND  
SP-53048",비중(d25),0.943 ~ 0.963,,,,
MFS-0075,"PERFUME COMPOUND  
SP-53048",굴절률(n20),1.490 ~ 1.510,,,,
MFS-0076,"PERFUME COMPOUND  
SP-53050",성상,미황색의 맑은 액상,,,,
MFS-0076,"PERFUME COMPOUND  
SP-53050",비중(d25),0.941 ~ 0.961,,,,
MFS-0076,"PERFUME COMPOUND  
SP-53050",굴절률(n20),1.480 ~ 1.500,,,,
MFS-0077,바이올렛 SP-52466,성상,미황색의 맑은 액상,,,,
MFS-0077,바이올렛 SP-52466,비중(d25),0.966 ~ 0.986,,,,
MFS-0077,바이올렛 SP-52466,굴절률(n20),1.508 ~ 1.528,,,,
MFS-0078,클린브리즈 SP-51365,성상,미황색의 맑은 액상,,,,
MFS-0078,클린브리즈 SP-51365,비중(d25),0.978 ~ 0.998,,,,
MFS-0078,클린브리즈 SP-51365,굴절률(n20),1.490 ~ 1.510,,,,
MFS-0079,"PERFUME COMPOUND  
SP-49820",성상,미황색의 맑은 액상,,,,
MFS-0079,"PERFUME COMPOUND  
SP-49820",비중(d25),0.940 ~ 0.960,,,,
MFS-0079,"PERFUME COMPOUND  
SP-49820",굴절률(n20),1.453 ~ 1.473,,,,
MAS-0030,솔잎가루,성상,진한 녹색의 가루,,,,
MAS-0030,솔잎가루,냄새,표준품에 준함,,,,
MAS-0030,솔잎가루,미생물,100cfu/g 이하,,,,
MAS-0031,Sage Extract-PD,성상,"황색의 액,특이취",,,,
MAS-0031,Sage Extract-PD,P H,4.00 ~ 7.00,,,,
MAS-0031,Sage Extract-PD,비중(d25),0.980 ~ 1.040,,,,
MAS-0031,Sage Extract-PD,중금속,10ppm 이하,,,,
MAS-0031,Sage Extract-PD,비소,2ppm 이하,,,,
MAS-0031,Sage Extract-PD,미생물,100cfu/g 이하,,,,
MFS-0080,"PERFUME COMPOUND  
SP-58794",성상,미황색의 맑은 액상,,,,
MFS-0080,"PERFUME COMPOUND  
SP-58794",비중(d25),0.934 ~ 0.954,,,,
MFS-0080,"PERFUME COMPOUND  
SP-58794",굴절률(n20),1.465 ~ 1.485,,,,
MFS-0081,"PERFUME COMPOUND  
SP-58814",성상,미황색의 맑은 액상,,,,
MFS-0081,"PERFUME COMPOUND  
SP-58814",비중(d25),0.962 ~ 0.982,,,,
MFS-0081,"PERFUME COMPOUND  
SP-58814",굴절률(n20),1.470 ~ 1.490,,,,
MFS-0082,"PERFUME COMPOUND  
SP-58351",성상,황갈색의 맑은 액상,,,,
MFS-0082,"PERFUME COMPOUND  
SP-58351",비중(d25),0.962 ~ 0.982,,,,
MFS-0082,"PERFUME COMPOUND  
SP-58351",굴절률(n20),1.458 ~ 1.478,,,,
MFS-0083,"PERFUME COMPOUND  
SP-58562",성상,미황색의 맑은 액상,,,,
MFS-0083,"PERFUME COMPOUND  
SP-58562",비중(d25),0.968 ~ 0.988,,,,
MFS-0083,"PERFUME COMPOUND  
SP-58562",굴절률(n20),1.496 ~ 1.516,,,,
MFS-0084,"PERFUME COMPOUND  
SP-59739",성상,황색의 맑은 액상,,,,
MFS-0084,"PERFUME COMPOUND  
SP-59739",비중(d25),0.884 ~ 0.904,,,,
MFS-0084,"PERFUME COMPOUND  
SP-59739",굴절률(n20),1.412 ~ 1.432,,,,
MFS-0083,"PERFUME COMPOUND  
SP-58562",성상,미황색의 맑은 액상,,,,
MFS-0083,"PERFUME COMPOUND  
SP-58562",비중(d25),0.968 ~ 0.988,,,,
MFS-0083,"PERFUME COMPOUND  
SP-58562",굴절률(n20),1.496 ~ 1.516,,,,
MPS-0003,Sodium Benzoate,성상,유동성의 흰색 기둥모양,,,,
MPS-0003,Sodium Benzoate,건조감량,1.5 이하,,,,
MPS-0003,Sodium Benzoate,산가,0.2 이하,,,,
MPS-0003,Sodium Benzoate,중금속,0.001 이하,,,,
MPS-0003,Sodium Benzoate,비소,0.0003 이하,,,,
MFS-0085,"PERFUME COMPOUND  
SP-61470",성상,미황색의 맑은 액상,,,,
MFS-0085,"PERFUME COMPOUND  
SP-61470",비중(d25),0.941 ~ 0.961,,,,
MFS-0085,"PERFUME COMPOUND  
SP-61470",굴절률(n20),1.457 ~ 1.477,,,,
MOS-0026,Sweet Almond Oil,성상,미황색의 맑은 액상,,,,
MOS-0026,Sweet Almond Oil,냄새,표준품에 준함,,,,
MOS-0026,Sweet Almond Oil,굴절률(n20),1.467 ~ 1.477,,,,
MOS-0026,Sweet Almond Oil,비중(d20),0.910 ~ 0.915,,,,
MOS-0026,Sweet Almond Oil,산가,1이하,,,,
MOS-0026,Sweet Almond Oil,요오드가,107 ~ 117,,,,
MK1-0002 ,Zicos PR-HE Zero,성상,투명한액상,,,,
MK1-0002 ,Zicos PR-HE Zero,냄새,표준품에 준함,,,,
MK1-0002 ,Zicos PR-HE Zero,비중(d20),0.949 ~ 0.954,,,,
MK1-0002 ,Zicos PR-HE Zero,중금속,20ppm 이하,,,,
MK1-0002 ,Zicos PR-HE Zero,수분,0.50 이하,,,,
MFS-0086,"PERFUME COMPOUND  
SP-64079",성상,미황색의 맑은 액상,,,,
MFS-0086,"PERFUME COMPOUND  
SP-64079",비중(d25),0.914 ~ 0.934,,,,
MFS-0086,"PERFUME COMPOUND  
SP-64079",굴절률(n20),1.455 ~ 1.475,,,,
MFS-0087,"PERFUME COMPOUND
SP-64080",성상,미황색~황색의 맑은 액상,,,,
MFS-0087,"PERFUME COMPOUND
SP-64080",비중(d25),0.966 ~ 0.986,,,,
MFS-0087,"PERFUME COMPOUND
SP-64080",굴절률(n20),1.504 ~ 1.524,,,,
MFS-0088,Shampoo B30373,성상,미황색의 맑은 액상,,,,
MFS-0088,Shampoo B30373,비중(d25),0.971 ~ 0.991,,,,
MFS-0088,Shampoo B30373,굴절률(n20),1.472 ~ 1.482,,,,
MAH-0021,스웨덴 홍차추출물,성상,맑은 황색~황색의 액상,,,,
MAH-0021,스웨덴 홍차추출물,pH,4.0 ~ 7.0,,,,
MAH-0021,스웨덴 홍차추출물,굴절률(n20),1.330 ~ 1.390,,,,
MAH-0021,스웨덴 홍차추출물,비중(d25),0.98 ~  1.04,,,,
MAH-0021,스웨덴 홍차추출물,중금속,20ppm 이하,,,,
MAH-0021,스웨덴 홍차추출물,비소,2ppm 이하,,,,
MAH-0021,스웨덴 홍차추출물,미생물,100cfu/ml 이하,,,,
MFS-0089,SP - 66896,성상,미황색의 맑은 액상,,,,
MFS-0089,SP - 66896,비중(d25),0.957 ~ 0.977,,,,
MFS-0089,SP - 66896,굴절률(n20),1.465 ~ 1.485,,,,
MVS-0005,Sepinov EMT-10,성상,백색의 파우더상,,,,
MVS-0005,Sepinov EMT-10,pH,4.0 ~ 5.5,,,,
MVS-0005,Sepinov EMT-10,점도,75 ~ 120,,,,
MFS-0090,SP - 70394,성상,미황색의 맑은 액상,,,,
MFS-0090,SP - 70394,비중(d25),0.965 ~ 0.985,,,,
MFS-0090,SP - 70394,굴절률(n20),1.477 ~ 1.497,,,,
MFS-0091,SP - 70395,성상,미황색의 맑은 액상,,,,
MFS-0091,SP - 70395,비중(d25),0.985 ~ 1.005,,,,
MFS-0091,SP - 70395,굴절률(n20),1.474 ~ 1.494,,,,
MFS-0092,SP - 70396,성상,미황색~황색의 맑은 액상,,,,
MFS-0092,SP - 70396,비중(d25),0.954 ~ 0.974,,,,
MFS-0092,SP - 70396,굴절률(n20),1.470 ~ 1.490,,,,
MFS-0093,SP - 71732,성상,어두운 황색의 액상,,,,
MFS-0093,SP - 71732,비중(d25),1.001 ~ 1.021,,,,
MFS-0093,SP - 71732,굴절률(n20),1.481 ~ 1.501,,,,
MFS-0094,SP - 71888,성상,황갈색의 투명한 액상,,,,
MFS-0094,SP - 71888,비중(d25),0.988 ~ 1.008,,,,
MFS-0094,SP - 71888,굴절률(n20),1.443 ~ 1.463,,,,
MAH-0022,히비스커스꽃추출물,성상,연한 보라빛의 액체,,,,
MAH-0022,히비스커스꽃추출물,비중(d25),0.98 ~ 1.04,,,,
MAH-0022,히비스커스꽃추출물,pH,3.0 ~ 6.0,,,,
MAH-0022,히비스커스꽃추출물,비소,2ppm 이하,,,,
MAH-0022,히비스커스꽃추출물,미생물,100cfu/ml 이하,,,,
MAS-0032,사철쑥추출물,성상,황색의 액체,,,,
MAS-0032,사철쑥추출물,비중(d25),0.98 ~ 1.04,,,,
MAS-0032,사철쑥추출물,pH,5.0 ~ 8.0,,,,
MAS-0032,사철쑥추출물,비소,2ppm 이하,,,,
MAS-0032,사철쑥추출물,미생물,100cfu/ml 이하,,,,
MFS-0095,SP - 72877,성상,황색의 액상,,,,
MFS-0095,SP - 72877,비중(d25),0.952 ~ 0.972,,,,
MFS-0095,SP - 72877,굴절률(n20),1.479 ~ 1.499,,,,
MFS-0096,SP - 72878,성상,투명한 또는 옅은 황갈색의 액상,,,,
MFS-0096,SP - 72878,비중(d25),0.963 ~ 0.983,,,,
MFS-0096,SP - 72878,굴절률(n20),1.485 ~ 1.505,,,,
MFS-0097,Cypress Oil,성상,연황색~주황색 액체,,,,
MFS-0097,Cypress Oil,비중(d25),0.863 ~ 0.885,,,,
MFS-0097,Cypress Oil,굴절률(n20),1.468 ~ 1.478,,,,
MAS-0033,사탕무뿌리추출물-PF,성상,옅은 황색의 액체,,,,
MAS-0033,사탕무뿌리추출물-PF,pH,5.0 ~ 8.0,,,,
MAS-0033,사탕무뿌리추출물-PF,비중(d25),0.98 ~ 1.04,,,,
MAS-0033,사탕무뿌리추출물-PF,비소,2ppm 이하,,,,
MAS-0033,사탕무뿌리추출물-PF,미생물,100cfu/ml 이하,,,,
MAS-0034,스피룰리나추출물,성상,밝은 청색의 액체,,,,
MAS-0034,스피룰리나추출물,pH,5.0 ~ 8.0,,,,
MAS-0034,스피룰리나추출물,비중(d25),0.98 ~ 1.04,,,,
MAS-0034,스피룰리나추출물,비소,2ppm 이하,,,,
MAS-0034,스피룰리나추출물,미생물,100cfu/ml 이하,,,,
MAS-0035,실크추출물,성상,무색의 액체,,,,
MAS-0035,실크추출물,pH,5.0 ~ 8.0,,,,
MAS-0035,실크추출물,비중(d25),0.98 ~ 1.04,,,,
MAS-0035,실크추출물,비소,2ppm 이하,,,,
MAS-0035,실크추출물,미생물,100cfu/ml 이하,,,,
MFS-0098,SP - 75446,성상,연황의 액체,,,,
MFS-0098,SP - 75446,비중(d25),0.967 ~ 0.987,,,,
MFS-0098,SP - 75446,굴절률(n20),1.478 ~ 1.498,,,,
MFS-0099,SP - 53748,성상,무색~연황색의 액체,,,,
MFS-0099,SP - 53748,비중(d25),0.939 ~ 0.959,,,,
MFS-0099,SP - 53748,굴절률(n20),1.48 ~ 1.5,,,,
MDS-0015,Silnos XL200,성상,백색의 분말,,,,
MDS-0015,Silnos XL200,pH,5.0 ~ 9.0,,,,
MDS-0015,Silnos XL200,건조감량,5% 이하,,,,
MDS-0015,Silnos XL200,비소,2ppm 이하,,,,
MSS-0006,Soft & Creamy Cleansing Powder Wash 3:7,성상,백색의 분말,,,,
MSS-0006,Soft & Creamy Cleansing Powder Wash 3:7,pH,6.5 ~ 7.5,,,,
MSS-0006,Soft & Creamy Cleansing Powder Wash 3:7,건조감량,10% 이하,,,,
MSS-0006,Soft & Creamy Cleansing Powder Wash 3:7,비소,3ppm 이하,,,,
MXS-0012,소듐설파이트 (95%/ 아황산나트륨/ Na2SO3),성상,백색의 분말,,,,
MXS-0012,소듐설파이트 (95%/ 아황산나트륨/ Na2SO3),pH,8.5 ~ 10.0,,,,
MXS-0012,소듐설파이트 (95%/ 아황산나트륨/ Na2SO3),중금속,0.005% 이하,,,,
MXS-0011,소듐바이카보네이트 (99%/ NaHCO3),성상,백색의 결정 또는 결정성 분말,,,,
MXS-0011,소듐바이카보네이트 (99%/ NaHCO3),pH,7.9 ~ 8.4,,,,
MXS-0011,소듐바이카보네이트 (99%/ NaHCO3),중금속,5ppm 이하,,,,
MXS-0011,소듐바이카보네이트 (99%/ NaHCO3),비소,2ppm 이하,,,,
MSS-0007,SJC-ClearSol E,성상,맑은 액체,,,,
MSS-0007,SJC-ClearSol E,산가,5 이하,,,,
MSS-0007,SJC-ClearSol E,pH,5 ~ 8,,,,
MSS-0007,SJC-ClearSol E,납,10ppm 이하,,,,
MSS-0007,SJC-ClearSol E,비소,2ppm 이하,,,,
MKS-0002,Sunquat L60,성상,점성있는 황색 액체,,,,
MKS-0002,Sunquat L60,수분,2.0% 이하,,,,
MKS-0002,Sunquat L60,pH,3.0 ~ 5.0,,,,
MAS-0023,헨나추출물,성상,연한 황색의 액체,,,,
MAS-0023,헨나추출물,pH,5.0 ~ 8.0,,,,
MAS-0023,헨나추출물,비중(d25),0.98 ~ 1.04,,,,
MAS-0023,헨나추출물,납,10ppm 이하,,,,
MAS-0023,헨나추출물,비소,2ppm 이하,,,,
MAS-0023,헨나추출물,미생물,100cfu/ml 이하,,,,
MAS-0036,생강추출물-PF,성상,무색의 액체,,,,
MAS-0036,생강추출물-PF,pH,5.0 ~ 8.0,,,,
MAS-0036,생강추출물-PF,비중(d25),0.98 ~ 1.04,,,,
MAS-0036,생강추출물-PF,납,10ppm 이하,,,,
MAS-0036,생강추출물-PF,비소,2ppm 이하,,,,
MAS-0036,생강추출물-PF,미생물,100cfu/ml 이하,,,,
MFS-0100,SP - 81309,성상,주황빛의 맑은 액체,,,,
MFS-0100,SP - 81309,비중(d25),0.844 ~ 0.864,,,,
MFS-0100,SP - 81309,굴절률(n20),1.461 ~ 1.481,,,,
MPS-0004,Saliphenesin,성상,흰색 또는 연한 크림색의 결정,,,,
MPS-0004,Saliphenesin,융점(℃),78 ~ 81,,,,
MPS-0004,Saliphenesin,건조감량,1% 이하,,,,
MPS-0004,Saliphenesin,중금속,20ppm 이하,,,,
MPS-0004,Saliphenesin,비소,2ppm 이하,,,,
MFS-0101,SP - 84979,성상,연한황색의 맑은 액체,,,,
MFS-0101,SP - 84979,비중(d25),0.974 ~ 0.994,,,,
MFS-0101,SP - 84979,굴절률(n20),1.473 ~ 1.493,,,,
MFS-0102,SP - 89242,성상,연한황색의 맑은 액체,,,,
MFS-0102,SP - 89242,비중(d25),0.948 ~ 0.968,,,,
MFS-0102,SP - 89242,굴절률(n20),1.441 ~ 1.461,,,,
MFS-0103,SP - 72880,성상,약간갈색을 띠는 황색의 맑은 액체,,,,
MFS-0103,SP - 72880,비중(d25),0.945 ~ 0.965,,,,
MFS-0103,SP - 72880,굴절률(n20),1.454 ~ 1.474,,,,
MVS-0006,Structure XL,성상,백색의 가루,,,,
MVS-0006,Structure XL,pH,4.5~7.0,,,,
MVS-0006,Structure XL,점도,2000~7000,,,,
MVS-0006,Structure XL,미생물,100cfu/g 이하,,,,
MFS-0104,Sage Oil,성상,옅은 황색의 액체,,,,
MFS-0104,Sage Oil,비중,0.903 ~ 0.925,,,,
MFS-0104,Sage Oil,굴절률,1.450 ~ 1.480,,,,
MAS-0037,Sytenol A,성상,황색에서 황갈색 액체,,,,
MAS-0037,Sytenol A,굴절률,1.53 ~ 1.57,,,,
MAS-0037,Sytenol A,수분,0.60% 이하,,,,
MAS-0037,Sytenol A,미생물,100cfu/g 이하,,,,
MAS-0037,Sytenol A,중금속,1ppm 이하,,,,
MAS-0037,Sytenol A,비소,1ppm 이하,,,,
MAS-0038,Sodium Hyaluronate Powder,성상,백색의 분말,,,,
MAS-0038,Sodium Hyaluronate Powder,pH,5.0 ~ 8.5,,,,
MAS-0038,Sodium Hyaluronate Powder,건조감량,10% 이하,,,,
MAS-0038,Sodium Hyaluronate Powder,중금속,20ppm 이하,,,,
MAS-0038,Sodium Hyaluronate Powder,미생물,100cfu/ml 이하,,,,
MFS-0105,SP - 73406,성상,연한황색~황색의 맑은 액체,,,,
MFS-0105,SP - 73406,비중(d25),0.869 ~ 0.889,,,,
MFS-0105,SP - 73406,굴절률(n20),1.463 ~ 1.483,,,,
MSS-0008,Soft & Creamy Cleansing Powder Wash (without SP)(3:7)(녹차2%),성상,연한 녹색의 분말,,,,
MSS-0008,Soft & Creamy Cleansing Powder Wash (without SP)(3:7)(녹차2%),pH,7.0 ~ 8.0,,,,
MSS-0008,Soft & Creamy Cleansing Powder Wash (without SP)(3:7)(녹차2%),수분,10% 이하,,,,
MSS-0008,Soft & Creamy Cleansing Powder Wash (without SP)(3:7)(녹차2%),납,20ppm 이하,,,,
MSS-0008,Soft & Creamy Cleansing Powder Wash (without SP)(3:7)(녹차2%),비소,3ppm 이하,,,,
MKS-0003,SJ-UNIJEL MS (H),성상,무색 투명 액체,,,,
MKS-0003,SJ-UNIJEL MS (H),점도,"200,000~400,000",,,,
MKS-0003,SJ-UNIJEL MS (H),pH,5.0 ~ 6.0,,,,
MKS-0003,SJ-UNIJEL MS (H),굴절률(n20),1.380 ~ 1.400,,,,
MKS-0003,SJ-UNIJEL MS (H),중금속,20ppm 이하,,,,
MKS-0003,SJ-UNIJEL MS (H),비소,2ppm 이하,,,,
MAS-0039,SinoWhite TXA,성상,백색 결정의 파우더,,,,
MAS-0039,SinoWhite TXA,pH,7.0 ~ 8.0,,,,
MAS-0039,SinoWhite TXA,건조감량,0.5% 이하,,,,
MAS-0039,SinoWhite TXA,중금속,10ppm 이하,,,,
MAS-0039,SinoWhite TXA,비소,2ppm 이하,,,,
MFS-0106,Skin Care F24307,성상,무색~미황색의 액상,,,,
MFS-0106,Skin Care F24307,냄새,표준품에 준함,,,,
MFS-0106,Skin Care F24307,비중(d20),0.997 ~ 1.017,,,,
MFS-0106,Skin Care F24307,굴절률(n20),1.493 ~ 1.503,,,,
MOS-0027,SeraSense SF 1K,성상,무색 투명의 액체,,,,
MOS-0027,SeraSense SF 1K,냄새,표준품에 준함,,,,
MOS-0027,SeraSense SF 1K,점도,"950 ~ 1,050",,,,
MOS-0027,SeraSense SF 1K,휘발분,0.5% 이하,,,,
MDS-0016,Silnos 130,성상,백색의 분말,,,,
MDS-0016,Silnos 130,냄새,표준품에 준함,,,,
MDS-0016,Silnos 130,건조감량,5% 이하,,,,
MDS-0016,Silnos 130,pH,5.0 ~ 9.0,,,,
MCU-0001,Ultramarine Blue AS,성상,푸른색의 파우더,,,,
MCU-0001,Ultramarine Blue AS,냄새,표준품에 준함,,,,
MCU-0001,Ultramarine Blue AS,pH,7.0 ~ 10.0,,,,
MCU-0001,Ultramarine Blue AS,납,20ppm 이하,,,,
MCU-0001,Ultramarine Blue AS,비소,3ppm 이하,,,,
MCU-0001,Ultramarine Blue AS,미생물,1ppm 이하,,,,
MCH-0001,HCY-OTS,성상,황색의 파우더,,,,
MCH-0001,HCY-OTS,냄새,표준품에 준함,,,,
MCH-0001,HCY-OTS,건조감량,1% 이하,,,,
MCH-0001,HCY-OTS,납,20ppm 이하,,,,
MCH-0001,HCY-OTS,비소,3ppm 이하,,,,
MCH-0001,HCY-OTS,미생물,1ppm 이하,,,,
MCH-0001,HCY-OTS,수분함량,1% 이하,,,,
MCH-0002,HCR-OTS,성상,붉은색의 파우더,,,,
MCH-0002,HCR-OTS,냄새,표준품에 준함,,,,
MCH-0002,HCR-OTS,건조감량,1% 이하,,,,
MCH-0002,HCR-OTS,납,20ppm 이하,,,,
MCH-0002,HCR-OTS,비소,3ppm 이하,,,,
MCH-0002,HCR-OTS,미생물,1ppm 이하,,,,
MCH-0002,HCR-OTS,수분함량,1% 이하,,,,
MCH-0003,HCB-OTS,성상,검정색의 파우더,,,,
MCH-0003,HCB-OTS,냄새,표준품에 준함,,,,
MCH-0003,HCB-OTS,건조감량,1% 이하,,,,
MCH-0003,HCB-OTS,납,20ppm 이하,,,,
MCH-0003,HCB-OTS,비소,3ppm 이하,,,,
MCH-0003,HCB-OTS,미생물,1ppm 이하,,,,
MCH-0003,HCB-OTS,수분함량,1% 이하,,,,
MAE-0019,Specbio Ectoin,성상,흰색의 분말,,,,
MAE-0019,Specbio Ectoin,PH,5.0 ~ 8.0,,,,
MAE-0019,Specbio Ectoin,건조감량,1.0 이하,,,,
MAE-0019,Specbio Ectoin,납,10ppm 이하,,,,
MAE-0019,Specbio Ectoin,비소,2ppm 이하,,,,
MAE-0019,Specbio Ectoin,미생물,1ppm 이하,,,,
MSS-0009,SeraSol SC 85 (SM3310P),성상,액체(점성이 있는 액체),,,,
MSS-0009,SeraSol SC 85 (SM3310P),냄새,고유취,,,,
MSS-0009,SeraSol SC 85 (SM3310P),비중,1.055 ~ 1.075,,,,
MSS-0009,SeraSol SC 85 (SM3310P),굴절률,1.4455 ~ 1.4555,,,,
MSS-0009,SeraSol SC 85 (SM3310P),점도,100 ~ 160 CP,,,,
MFS-0107,Skin Care F25567,성상,액체,,,,
MFS-0107,Skin Care F25567,색상,미황색 ~ 황색,,,,
MFS-0107,Skin Care F25567,비중,0.936 ~ 0.946,,,,
MFS-0107,Skin Care F25567,굴절률(n20),1.486 ~ 1.496,,,,
MVS-0007,Supcare HSA,성상,흰색에서 연한 노란색의 고체,,,,
MVS-0007,Supcare HSA,냄새,특징적인 냄새,,,,
MVS-0007,Supcare HSA,비중,1.10 ~ 1.20,,,,
MVS-0007,Supcare HSA,PH,5.0 ~ 8.0,,,,
MVS-0007,Supcare HSA,미생물,100CFU/g 이하,,,,
MFS-0110,SP-24-11646,성상,황색의 액체,,,,
MFS-0110,SP-24-11646,비중,0.925 ~ 0.945,,,,
MFS-0110,SP-24-11646,굴절률(n20),1.467 ~ 1.487,,,,
MFS-0109,SP-24-11644,성상,황색의 액체,,,,
MFS-0109,SP-24-11644,비중,0.985 ~ 1.005,,,,
MFS-0109,SP-24-11644,굴절률,1.470 ~ 1.490,,,,
MFS-0108,Skin Stan-24040901W,성상,황색의 액체,,,,
MFS-0108,Skin Stan-24040901W,비중,0.925 ~ 0.945,,,,
MFS-0108,Skin Stan-24040901W,굴절률(n20),1.467 ~ 1.487,,,,
MFS-0111,SP-25-21529,성상,미황색 ~ 황색의 투명 액체,,,,
MFS-0111,SP-25-21529,비중,0.999 ~ 1.019,,,,
MFS-0111,SP-25-21529,굴절률,1.479 ~ 1.499,,,,
MAS-0042,SpecWhite 03,성상,백색 입자의 파우더,,,,
MAS-0042,SpecWhite 03,P H,5.0 ~ 7.0,,,,
MAS-0042,SpecWhite 03,융점(℃),202 ~ 210,,,,
MAS-0042,SpecWhite 03,납,10 ppm 이하,,,,
MAS-0042,SpecWhite 03,비소,2 ppm 이하,,,,
MAS-0042,SpecWhite 03,수은,1 ppm 이하,,,,
MAS-0042,SpecWhite 03,건조감량,0.5 % 이하,,,,
MXS-0015,Sodium DNA (C)(P),성상,백색 ~ 연한 황색의 분말,,,,
MXS-0015,Sodium DNA (C)(P),중금속,20 ppm 이하,,,,
MXS-0015,Sodium DNA (C)(P),비 소,5 ppm 이하,,,,
MXS-0014,Sodium Guaiazulene Sulfonate,성상,진한 청색의 파우더,,,,
MXS-0014,Sodium Guaiazulene Sulfonate,P H,6.0 ~ 9.0,,,,
MXS-0014,Sodium Guaiazulene Sulfonate,흡광도,19.85 ~ 20.65,,,,
MXS-0014,Sodium Guaiazulene Sulfonate,순도,98.5 ~ 101.5%,,,,
MXS-0014,Sodium Guaiazulene Sulfonate,건조감량,3.5 이하,,,,
MXS-0014,Sodium Guaiazulene Sulfonate,수분,2.5 ~ 3.5%,,,,
MFS-0112,Skin Care G23403,성상,황색의 액체,,,,
MFS-0112,Skin Care G23403,비중,0.869 ~ 0.889,,,,
MFS-0112,Skin Care G23403,굴절률(n20),1.464 ~ 1.474,,,,
MSS-0010,SeraSol SC 83-A (SM3330P),성상,무색~ 미황색의 액체,,,,
MSS-0010,SeraSol SC 83-A (SM3330P),점도,900 ~ 2300,,,,
MOS-0029,SM Jacho Oil,성상,적색의 액체,,,,
MOS-0029,SM Jacho Oil,비중,0.890 ~ 0.990,,,,
MOS-0029,SM Jacho Oil,굴절률(n20),1.390 ~ 1.490,,,,
MOS-0029,SM Jacho Oil,중금속,20 PPM 이하,,,,
MOS-0029,SM Jacho Oil,비소,2 PPM 이하,,,,
MOS-0029,SM Jacho Oil,미생물,100 CFU/g 이하,,,,
MAW-0002,"White Tea
(백차)",성상,무색의 맑은액,,,,
MAW-0002,"White Tea
(백차)",P H,5.00 ~ 7.50,,,,
MAW-0002,"White Tea
(백차)",비중(d20),0.950 ~ 1.100,,,,
MAW-0002,"White Tea
(백차)",중금속,20ppm 이하,,,,
MAW-0002,"White Tea
(백차)",비소,2ppm 이하,,,,
MAW-0002,"White Tea
(백차)",건조잔분,5.0% 이하,,,,
MAW-0002,"White Tea
(백차)",미생물,100Cfu/g 이하,,,,
MWW-0001,Ceratrom B-Wax,성상,"백색~황색덩어리,특이취",,,,
MWW-0001,Ceratrom B-Wax,융점(℃),60 ~ 67,,,,
MWW-0001,Ceratrom B-Wax,산가,17 ~ 22,,,,
MWW-0001,Ceratrom B-Wax,검화가,80 ~ 100,,,,
MWW-0001,Ceratrom B-Wax,요오드가,5 ~ 15,,,,
MAY-0003,"윤부용 
(Yoon Bu Yong)",성상,연황색의 액상,,,,
MAY-0003,"윤부용 
(Yoon Bu Yong)",P H,4.00 ~ 7.00,,,,
MAY-0003,"윤부용 
(Yoon Bu Yong)",비중(d20),0.960 ~ 1.060,,,,
MAY-0003,"윤부용 
(Yoon Bu Yong)",중금속/비소,20ppm 이하/2ppm 이하,,,,
MAY-0003,"윤부용 
(Yoon Bu Yong)",건조잔분,5% 이하,,,,
MAY-0003,"윤부용 
(Yoon Bu Yong)",강열잔분,0.1% 이하,,,,
MAY-0003,"윤부용 
(Yoon Bu Yong)",미생물,100Cfu/g 이하,,,,
MAY-0005,"산다화추출물
(동백꽃추출물)",성상,연황색의 액상,,,,
MAY-0005,"산다화추출물
(동백꽃추출물)",P H,4.00 ~ 7.00,,,,
MAY-0005,"산다화추출물
(동백꽃추출물)",비중(d20),0.980 ~ 1.040,,,,
MAY-0005,"산다화추출물
(동백꽃추출물)",중금속,20ppm 이하,,,,
MAY-0005,"산다화추출물
(동백꽃추출물)",비소,2ppm 이하,,,,
MAY-0005,"산다화추출물
(동백꽃추출물)",미생물,100Cfu/g 이하,,,,
MAY-0007,약쑥 추출물,성상,적갈색의 액상,,,,
MAY-0007,약쑥 추출물,P H,4.00 ~ 7.00,,,,
MAY-0007,약쑥 추출물,비중(d20),0.980 ~ 1.040,,,,
MAY-0007,약쑥 추출물,중금속,10ppm 이하,,,,
MAY-0007,약쑥 추출물,비소,2ppm 이하,,,,
MAY-0007,약쑥 추출물,미생물,100Cfu/g 이하,,,,
MXW-0001,"40/100 Walunt Shell
Powder",성상,"연갈색의파우더상,특이취",,,,
MFW-0001,"Wild Berry
A121201",성상,황갈색의 액상,,,,
MFW-0001,"Wild Berry
A121201",향취,표준품에 준함,,,,
MFW-0001,"Wild Berry
A121201",비중(d20),1.006 ~ 1.046,,,,
