ingredient_code,ingredient_name,spec_item,spec_standard,result_value,result_date,test_method,remarks
MAG-0025,고수추출물,비중(d20),1.000 ~ 1.040,,,,
MAG-0025,고수추출물,굴절률,1.330 ~ 1.370,,,,
MAG-0025,고수추출물,중금속,10ppm이하,,,,
MAG-0025,고수추출물,비소,2ppm 이하,,,,
MAG-0025,고수추출물,미생물,100Cfu/g이하,,,,
MXG-0003,Glycolic Acid (70%/시약),성상,연황색의 액체,,,,
MXG-0003,Glycolic Acid (70%/시약),함량(습식법),70.0 ~ 72.0%,,,,
MVG-0003,GP-1,성상,"백색~연한 노란색 분말, 특이취",,,,
MVG-0003,GP-1,융점,151 ~ 160,,,,
MVG-0003,GP-1,중금속,10ppm 이하,,,,
MVG-0003,GP-1,비소,1ppm 이하,,,,
MVG-0003,GP-1,수분,0.5% 이하,,,,
MVG-0003,GP-1,강열잔분,1.0% 이하,,,,
MAG-0026,검정콩추출물,성상,옅은홍색의 액상,,,,
MAG-0026,검정콩추출물,P H,5.0 ~ 8.0,,,,
MAG-0026,검정콩추출물,비중(d20),0.98 ~ 1.04,,,,
MAG-0026,검정콩추출물,미생물,100Cfu/g이하,,,,
MAG-0027,L-Glutathione,성상,백색의 결정성 분말,,,,
MAG-0027,L-Glutathione,염화물,0.02% 이하,,,,
MAG-0027,L-Glutathione,비소,1ppm 이하,,,,
MAG-0027,L-Glutathione,미생물,100Cfu/g이하,,,,
MAG-0028,녹차파우더 GB 3000,성상,"녹색 또는 갈색의 가루, 특이취",,,,
MAG-0028,녹차파우더 GB 3000,건조감량,10% 이하,,,,
MAG-0028,녹차파우더 GB 3000,비소,2ppm 이하,,,,
MAG-0028,녹차파우더 GB 3000,미생물,100Cfu/g이하,,,,
MAG-0029,가르니시아열매추출물,성상,무색의액체,,,,
MAG-0029,가르니시아열매추출물,P H,3.0 ~ 6.0,,,,
MAG-0029,가르니시아열매추출물,비중(d20),0.98 ~ 1.04,,,,
MAG-0029,가르니시아열매추출물,납,10ppm 이하,,,,
MAG-0029,가르니시아열매추출물,비소,2ppm 이하,,,,
MAG-0029,가르니시아열매추출물,미생물,100Cfu/g이하,,,,
MAG-0030,금사연둥지추출물,성상,무색의액체,,,,
MAG-0030,금사연둥지추출물,P H,5.0 ~ 8.0,,,,
MAG-0030,금사연둥지추출물,비중(d20),0.98 ~ 1.04,,,,
MAG-0030,금사연둥지추출물,납,10ppm 이하,,,,
MAG-0030,금사연둥지추출물,비소,2ppm 이하,,,,
MAG-0030,금사연둥지추출물,미생물,100Cfu/g이하,,,,
MAG-0031,GREEN WS-P HIGH,성상,암녹색~검정색의 분말,,,,
MAG-0031,GREEN WS-P HIGH,P H,9.0 ~ 11.0,,,,
MAG-0031,GREEN WS-P HIGH,미생물,100Cfu/g이하,,,,
MAG-0031,GREEN WS-P HIGH,납,5ppm 이하,,,,
MAG-0031,GREEN WS-P HIGH,비소,3ppm 이하,,,,
MAG-0032,Ginsenosides Solution,성상,투명의 액상,,,,
MAG-0032,Ginsenosides Solution,P H,3.50 ~ 5.50,,,,
MAG-0032,Ginsenosides Solution,비중(d20),0.990 ~ 1.030,,,,
MAG-0032,Ginsenosides Solution,납,10ppm 이하,,,,
MAG-0032,Ginsenosides Solution,비소,2ppm 이하,,,,
MAG-0032,Ginsenosides Solution,미생물,100Cfu/g이하,,,,
MAG-0032,Ginsenosides Solution,색상,노랑 ~ 갈색,,,,
MAG-0031,Gardenia Safflower Extract-BS (powder) [수용성],성상,녹색~암녹색의 분말,,,,
MAG-0031,Gardenia Safflower Extract-BS (powder) [수용성],P H,4.0 ~ 6.0,,,,
MAG-0031,Gardenia Safflower Extract-BS (powder) [수용성],미생물,100Cfu/g이하,,,,
MAG-0031,Gardenia Safflower Extract-BS (powder) [수용성],납,5ppm 이하,,,,
MAG-0031,Gardenia Safflower Extract-BS (powder) [수용성],비소,3.4ppm 이하,,,,
MAG-0031,Gardenia Safflower Extract-BS (powder) [수용성],건조감량,7.5% 이하,,,,
MDG-0001,Garcinia pwd GB 50,성상,갈색의 분말,,,,
MDG-0001,Garcinia pwd GB 50,건조감량,10% 이하,,,,
MDG-0001,Garcinia pwd GB 50,납,10ppm 이하,,,,
MDG-0001,Garcinia pwd GB 50,비소,2ppm 이하,,,,
MDG-0001,Garcinia pwd GB 50,미생물,100Cfu/g이하,,,,
MAG-0033,Ginsenoside Exosome #9,성상,갈색 ~ 짙은 갈색의 투명 액상,,,,
MAG-0033,Ginsenoside Exosome #9,P H,4.50 ~ 6.50,,,,
MAG-0033,Ginsenoside Exosome #9,미생물,100Cfu/g이하,,,,
MAG-0033,Ginsenoside Exosome #9,비중,1.0 ~ 1.04,,,,
MAH-0001,위치하젤 추출물,성상,"황색~갈색 투명한액,특이취",,,,
MAH-0001,위치하젤 추출물,비중(d20),0.980 ~ 1.040,,,,
MAH-0001,위치하젤 추출물,P H,3.00 ~ 6.00,,,,
MAH-0001,위치하젤 추출물,중금속,10ppm 이하,,,,
MAH-0001,위치하젤 추출물,비소,2ppm 이하,,,,
MAH-0001,위치하젤 추출물,미생물,100Cfu/g 이하,,,,
MAH-0007,"Herbasol-Ext
Spruce Needles",성상,"연한황색의맑은액,특이취",,,,
MAH-0007,"Herbasol-Ext
Spruce Needles",비중(d20),1.040 ~ 1.055,,,,
MAH-0007,"Herbasol-Ext
Spruce Needles",굴절률(n20),1.375 ~ 1.390,,,,
MAH-0007,"Herbasol-Ext
Spruce Needles",P H,5.40 ~ 6.80,,,,
MAH-0007,"Herbasol-Ext
Spruce Needles",중금속/비소,20ppm 이하/2ppm 이하,,,,
MAH-0007,"Herbasol-Ext
Spruce Needles",미생물,100Cfu/g 이하,,,,
MAH-0007,"Herbasol-Ext
Spruce Needles",건조잔분,3.0 ~ 6.0%,,,,
MAH-0008,Honey,성상,"엷은황색~황갈색의점성액,특이취",,,,
MAH-0008,Honey,비중(d20),1.111 이상,,,,
MAH-0008,Honey,미생물,100Cfu/g 이하,,,,
MAH-0011,Ivy Ext.(담쟁이),성상,"연갈색의 맑은액,특이취",,,,
MAH-0011,Ivy Ext.(담쟁이),비중(d25),0.950 ~ 1.060,,,,
MAH-0011,Ivy Ext.(담쟁이),굴절률(n25),1.300 ~ 1.400,,,,
MAH-0011,Ivy Ext.(담쟁이),P H,6.00 ~ 7.00,,,,
MAH-0011,Ivy Ext.(담쟁이),중금속/비소,20ppm 이하/2ppm 이하,,,,
MAH-0011,Ivy Ext.(담쟁이),건조잔분,0 ~ 1.0% 이하,,,,
MAH-0011,Ivy Ext.(담쟁이),미생물,100Cfu/g 이하,,,,
MKH-0003,HPDR(Powder),성상,유백색의섬유질상,,,,
MKH-0003,HPDR(Powder),P H,6.00 ~ 11.00,,,,
MKH-0003,HPDR(Powder),점도,70CPS 이상,,,,
MKH-0003,HPDR(Powder),건조감량,22% 이하,,,,
MKH-0003,HPDR(Powder),미생물,100Cfu/g 이하,,,,
MFH-0001,Herbal Yours FT7017810,성상,연황색~황색의투명액상,,,,
MFH-0001,Herbal Yours FT7017810,비중(d20),0.964 ~ 0.984,,,,
MFH-0001,Herbal Yours FT7017810,굴절률(n20),1.476 ~ 1.496,,,,
MFH-0001,Herbal Yours FT7017810,냄새,표준품에 준함,,,,
MVH-0002,한천,성상,투명한젤상,,,,
MVH-0002,한천,P H,6.50 ~ 8.50,,,,
MVH-0002,한천,수분,22 이하,,,,
MXH-0002,한주소금,성상,무색 ~ 백색의 결정성가루,,,,
MXH-0002,한주소금,미생물,100Cfu/g 이하,,,,
MFH-0005,Hand Care 79102,성상,미황색 ~ 황색의 액상,,,,
MFH-0005,Hand Care 79102,비중(d20),0.963 ~ 0.983,,,,
MFH-0005,Hand Care 79102,굴절률(n20),1.4793 ~ 1.4893,,,,
MFH-0006,"Herb Garden
A121204",성상,미황색 ~ 황색의 액상,,,,
MFH-0006,"Herb Garden
A121204",향취,표준품에 준함,,,,
MFH-0006,"Herb Garden
A121204",비중(d20),0.898 ~ 0.938,,,,
MFH-0006,"Herb Garden
A121204",굴절률(n20),1.444 ~ 1.484,,,,
MFH-0007,"Hinoki
A121131",성상,미황색 ~ 황색의 액상,,,,
MFH-0007,"Hinoki
A121131",향취,표준품에 준함,,,,
MFH-0007,"Hinoki
A121131",비중(d20),0.928 ~ 0.968,,,,
MFH-0007,"Hinoki
A121131",굴절률(n20),1.447 ~ 1.487,,,,
MFH-0008,Hair Care A30107,성상,미황색 ~ 황색의 액상,,,,
MFH-0008,Hair Care A30107,향취,표준품에 준함,,,,
MFH-0008,Hair Care A30107,비중(d20),0.9721 ~ 0.9921,,,,
MFH-0008,Hair Care A30107,굴절률(n20),1.4811 ~ 1.4911,,,,
MFH-0009,Hand Care A70496,성상,미황색 ~ 황색의 액상,,,,
MFH-0009,Hand Care A70496,향취,표준품에 준함,,,,
MFH-0009,Hand Care A70496,비중(d20),0.938 ~ 0.958,,,,
MFH-0009,Hand Care A70496,굴절률(n20),1.464 ~ 1.474,,,,
MFH-0010,Hair Care A33949,성상,미황색 ~ 황색의 액상,,,,
MFH-0010,Hair Care A33949,향취,표준품에 준함,,,,
MFH-0010,Hair Care A33949,비중(d20),0.963 ~ 0.983,,,,
MFH-0010,Hair Care A33949,굴절률(n20),1.468 ~ 1.478,,,,
MFH-0011,Hair Care HP-707133,성상,미황색 ~ 황색의 액상,,,,
MFH-0011,Hair Care HP-707133,향취,표준품에 준함,,,,
MFH-0011,Hair Care HP-707133,비중(d20),1.000 ~ 1.020,,,,
MFH-0011,Hair Care HP-707133,굴절률(n20),1.482 ~ 1.492,,,,
MAH-0020,해당화뿌리 추출물,성상,"갈색의 맑은 액상,특이취",,,,
MAH-0020,해당화뿌리 추출물,P H,5.00 ~ 8.00,,,,
MAH-0020,해당화뿌리 추출물,비중(d20),0.980 ~ 1.040,,,,
MAH-0020,해당화뿌리 추출물,중금속,10ppm 이하,,,,
MAH-0020,해당화뿌리 추출물,비소,2ppm 이하,,,,
MAH-0020,해당화뿌리 추출물,미생물,100 Cfu/g 이하,,,,
MFH-0012,Hair Care A37662,성상,연황색의 액상,,,,
MFH-0012,Hair Care A37662,향취,표준품에 준함,,,,
MFH-0012,Hair Care A37662,비중(d20),0.928 ~ 0.948,,,,
MFH-0012,Hair Care A37662,굴절률(n20),1.473 ~ 1.483,,,,
MAH-0018,Honey Extract,성상,무색투명액상,,,,
MAH-0018,Honey Extract,P H,4.00 ~ 7.00,,,,
MAH-0018,Honey Extract,비중(d20),0.98 ~ 1.04,,,,
MAH-0018,Honey Extract,중금속,10ppm 이하,,,,
MAH-0018,Honey Extract,비소,2ppm 이하,,,,
MAH-0018,Honey Extract,미생물,100 Cfu/g 이하,,,,
MKH-0004,HA1-20,성상,무색투명액상,,,,
MKH-0004,HA1-20,향취,표준품에 준함,,,,
MKH-0004,HA1-20,P H,6.0 ~ 7.5,,,,
MKH-0004,HA1-20,중금속,2 ppm 이하,,,,
MKH-0004,HA1-20,미생물,10 count/g,,,,
MVH-0002,한천,성상,미황색의 분말,,,,
MVH-0002,한천,수분,22 이하,,,,
MVH-0002,한천,P H,7.0 ~ 9.0,,,,
MVH-0002,한천,점도,5 ~ 10,,,,
MKH-0005,Hydsol-6,성상,무색 또는 투명한 용액,,,,
MKH-0005,Hydsol-6,P H,5.5 ~ 7.5,,,,
MKH-0005,Hydsol-6,굴절률(n20),1.320 ~ 1.370,,,,
MKH-0005,Hydsol-6,비중(d20),0.98 ~ 1.04,,,,
MKH-0005,Hydsol-6,점도,"1,000 ~ 6,000",,,,
MKH-0005,Hydsol-6,미생물,100 count/g,,,,
MOH-0001,Hemp Seed Oil,성상,무색 또는 투명한 용액,,,,
MOH-0001,Hemp Seed Oil,P H,5.5 ~ 7.5,,,,
MOH-0001,Hemp Seed Oil,굴절률(n20),1.478 ~ 1.480,,,,
MOH-0001,Hemp Seed Oil,비중(d20),0.925 ~ 0.931,,,,
MOH-0001,Hemp Seed Oil,산가,5.0 이하,,,,
MOH-0001,Hemp Seed Oil,검화가,189 ~ 195,,,,
MOH-0001,Hemp Seed Oil,요오드가,150 ~ 167,,,,
MKH-0006,히아루론산1%(HD),성상,무색 또는 투명한 용액,,,,
MKH-0006,히아루론산1%(HD),P H,5.5 ~ 7.5,,,,
MKH-0006,히아루론산1%(HD),굴절률(n20),1.320 ~ 1.370,,,,
MKH-0006,히아루론산1%(HD),비중(d20),0.98 ~ 1.04,,,,
MKH-0006,히아루론산1%(HD),점도,"5,000 ~ 20,000",,,,
MKH-0006,히아루론산1%(HD),미생물,100 count/g,,,,
MFH-0013,H305541,성상,연황색의 액상,,,,
MFH-0013,H305541,향취,표준품에 준함,,,,
MFH-0013,H305541,비중(d20),0.971 ~ 1.011,,,,
MFH-0013,H305541,굴절률(n20),1.438 ~ 1.478,,,,
MFH-0014,Hand Care C35232,성상,미황색의 액상,,,,
MFH-0014,Hand Care C35232,향취,표준품에 준함,,,,
MFH-0014,Hand Care C35232,비중(d20),0.993 ~ 1.013,,,,
MFH-0014,Hand Care C35232,굴절률(n20),1.475 ~ 1.485,,,,
MFH-0015,H305014,성상,황색의 액상,,,,
MFH-0015,H305014,향취,표준품에 준함,,,,
MFH-0015,H305014,비중(d20),0.983 ~ 1.023,,,,
MFH-0015,H305014,굴절률(n20),1.439 ~ 1.479,,,,
MXH-0003,호주산천일염,성상,무색 ~ 백색의 결정성가루,,,,
MXH-0003,호주산천일염,미생물,100Cfu/g 이하,,,,
MFH-0016,H305172,성상,황색의 액상,,,,
MFH-0016,H305172,향취,표준품에 준함,,,,
MFH-0016,H305172,비중(d20),0.980 ~ 1.020,,,,
MFH-0016,H305172,굴절률(n20),1.444 ~ 1.484,,,,
MAH-0023,Houttuynia Cordata pwd GB 1000,성상,녹색 또는 갈색의 가루,,,,
MAH-0023,Houttuynia Cordata pwd GB 1000,향취,표준품에 준함,,,,
MAH-0023,Houttuynia Cordata pwd GB 1000,미생물,100Cfu/g 이하,,,,
MAH-0023,Houttuynia Cordata pwd GB 1000,납,10ppm 이하,,,,
MAH-0023,Houttuynia Cordata pwd GB 1000,비소,2ppm 이하,,,,
MAH-0025,Hyal 11(T),성상,투명한 점성 액체,,,,
MAH-0025,Hyal 11(T),향취,표준품에 준함,,,,
MAH-0025,Hyal 11(T),비중(d20),0.950 ~ 1.050,,,,
MAH-0025,Hyal 11(T),P H,4.5 ~ 7.5,,,,
MAH-0025,Hyal 11(T),중금속,20 ppm 이하,,,,
MAH-0025,Hyal 11(T),비소,2 ppm 아하,,,,
MAH-0025,Hyal 11(T),미생물,100 cfu/g 이하,,,,
MDI-0001,Inducos 10/5,성상,백색의투명결정성입자,,,,
MDI-0001,Inducos 10/5,융점(℃),104 ~ 120,,,,
MDI-0001,Inducos 10/5,중금속,20ppm 이하,,,,
MDI-0001,Inducos 10/5,비소,2ppm 이하,,,,
MDI-0001,Inducos 10/5,건조감량,5.0% 이하,,,,
MDI-0001,Inducos 10/5,강열잔분,1.0% 이하,,,,
MAI-0003,INFLAX,성상,"황색의맑은점성액,특이취",,,,
MAI-0003,INFLAX,P H,5.00 ~ 7.00,,,,
MAI-0003,INFLAX,납,10ppm 이하,,,,
MAI-0003,INFLAX,비소,2ppm 이하,,,,
MAI-0003,INFLAX,미생물,50Cfu/ml 이하,,,,
MSI-0001,ISELUX,성상,백색의 박편덩어리,,,,
MSI-0001,ISELUX,P H,5.50 ~ 7.00,,,,
MWI-0001,Accumelt 72,성상,"백색~엷은황색의덩어리,특이취",,,,
MWI-0001,Accumelt 72,융점(℃),158 ~ 162,,,,
MAI-0004,"아이리스추출물
(Iris Ext.)",성상,황색 ~ 연황색의 투명액상,,,,
MAI-0004,"아이리스추출물
(Iris Ext.)",P H(20℃),4.00 ~ 7.00,,,,
MAI-0004,"아이리스추출물
(Iris Ext.)",비중(d20),0.980 ~ 1.040,,,,
MAI-0004,"아이리스추출물
(Iris Ext.)",중금속,10 ppm 이하,,,,
MAI-0004,"아이리스추출물
(Iris Ext.)",비소,2 ppm 이하,,,,
MAI-0004,"아이리스추출물
(Iris Ext.)",미생물,100 Cfu/g 이하,,,,
MKI-0004,MPO (=KMP800),수분,0.5% w/w 이하,,,,
MKI-0004,MPO (=KMP800),비중(d20),1.005 ~ 1.025,,,,
MKI-0004,MPO (=KMP800),중금속,10 ppm 이하,,,,
MAI-0005,인삼발효(B)여과물-HD,성상,무색의 액체,,,,
MAI-0005,인삼발효(B)여과물-HD,P H,5.0 ~ 8.0,,,,
MAI-0005,인삼발효(B)여과물-HD,비중(d20),0.98 ~ 1.04,,,,
MAI-0005,인삼발효(B)여과물-HD,중금속,10 ppm 이하,,,,
MAI-0005,인삼발효(B)여과물-HD,비소,2 ppm 이하,,,,
MAI-0005,인삼발효(B)여과물-HD,미생물,100 Cfu/g 이하,,,,
MAI-0006,아이슬란드이끼추출물-PF,성상,연황색의 액체,,,,
MAI-0006,아이슬란드이끼추출물-PF,P H,4.0 ~ 7.0,,,,
MAI-0006,아이슬란드이끼추출물-PF,비중(d20),0.98 ~ 1.04,,,,
MAI-0006,아이슬란드이끼추출물-PF,중금속,10 ppm 이하,,,,
MAI-0006,아이슬란드이끼추출물-PF,비소,2 ppm 이하,,,,
MAI-0006,아이슬란드이끼추출물-PF,미생물,100 Cfu/g 이하,,,,
MKI-0005,IPG-S,성상,무색의 액체,,,,
MKI-0005,IPG-S,비중(d20),0.974 ~ 0.982,,,,
MKI-0005,IPG-S,수분,1.50% 이하,,,,
MKI-0005,IPG-S,중금속,4 ppm 이하,,,,
MKI-0005,IPG-S,비소,1 ppm 이하,,,,
MKI-0005,IPG-S,굴절률(n20),1.440 ~ 1.446,,,,
MOI-0001,ISODODECANE,성상,무색의 액체,,,,
MOI-0001,ISODODECANE,수분,0.005 이하,,,,
MAJ-0001,"쟈스민추출물
(Jasmine Ext)",성상,"엷은 황색의맑은액상,특이취",,,,
MAJ-0001,"쟈스민추출물
(Jasmine Ext)",P H,4.00 ~ 7.00,,,,
MAJ-0001,"쟈스민추출물
(Jasmine Ext)",비중(d20),0.980 ~ 1.040,,,,
MAJ-0001,"쟈스민추출물
(Jasmine Ext)",중금속,10ppm 이하,,,,
MAJ-0001,"쟈스민추출물
(Jasmine Ext)",비소,2ppm 이하,,,,
MAJ-0001,"쟈스민추출물
(Jasmine Ext)",미생물,100 Cfu/g 이하,,,,
MAJ-0002,질경이 추출물,성상,"갈색의 맑은 액상,특이취",,,,
MAJ-0002,질경이 추출물,P H,4.00 ~ 7.00,,,,
MAJ-0002,질경이 추출물,비중(d20),0.980 ~ 1.040,,,,
MAJ-0002,질경이 추출물,중금속,10ppm 이하,,,,
MAJ-0002,질경이 추출물,비소,2ppm 이하,,,,
MAJ-0002,질경이 추출물,미생물,100 Cfu/g 이하,,,,
MAJ-0003,Jeju Blossom(PD),성상,"엷은 황색의 맑은 액상,특이취",,,,
MAJ-0003,Jeju Blossom(PD),P H,5.00 ~ 7.00,,,,
MAJ-0003,Jeju Blossom(PD),비중(d20),0.980 ~ 1.040,,,,
MAJ-0003,Jeju Blossom(PD),중금속,10ppm 이하,,,,
MAJ-0003,Jeju Blossom(PD),비소,2ppm 이하,,,,
MAJ-0003,Jeju Blossom(PD),미생물,100 Cfu/g 이하,,,,
MAJ-0004,제비꽃 추출물,성상,"황색 ~ 갈색의 맑은액상,특이취",,,,
MAJ-0004,제비꽃 추출물,P H,4.00 ~ 7.00,,,,
MAJ-0004,제비꽃 추출물,비중(d20),0.980 ~ 1.040,,,,
MAJ-0004,제비꽃 추출물,중금속,10ppm 이하,,,,
MAJ-0004,제비꽃 추출물,비소,2ppm 이하,,,,
MAJ-0004,제비꽃 추출물,미생물,100 Cfu/g 이하,,,,
MAJ-0005,진주추출물-NP,성상,무색~연노랑색의 액체,,,,
MAJ-0005,진주추출물-NP,P H,4.00 ~ 7.00,,,,
MAJ-0005,진주추출물-NP,비중(d20),0.980 ~ 1.040,,,,
MAJ-0005,진주추출물-NP,중금속,10ppm 이하,,,,
MAJ-0005,진주추출물-NP,비소,2ppm 이하,,,,
MAJ-0005,진주추출물-NP,미생물,100 Cfu/g 이하,,,,
MOJ-0001,Jojoba Golden Oil,성상,미황색의 맑은 액상,,,,
MOJ-0001,Jojoba Golden Oil,냄새,표준품에 준함,,,,
MOJ-0001,Jojoba Golden Oil,굴절률(n20),1.461 ~ 1.471,,,,
MOJ-0001,Jojoba Golden Oil,비중(d20),0.860 ~ 0.870,,,,
MOJ-0001,Jojoba Golden Oil,산가,1이하,,,,
MOJ-0001,Jojoba Golden Oil,요오드가,78 ~ 88,,,,
MAJ-0006,작약꽃추출물,성상,옅은황색의 액상,,,,
MAJ-0006,작약꽃추출물,P H,4.00 ~ 7.00,,,,
MAJ-0006,작약꽃추출물,비중(d20),0.980 ~ 1.040,,,,
MAJ-0006,작약꽃추출물,중금속,10ppm 이하,,,,
MAJ-0006,작약꽃추출물,비소,2ppm 이하,,,,
MAJ-0006,작약꽃추출물,미생물,100 Cfu/g 이하,,,,
MFK-0007,KX EV - 2078/3,성상,연황색 ~ 황색의오일액상,,,,
MFK-0007,KX EV - 2078/3,냄새,표준품에 준함,,,,
MFK-0007,KX EV - 2078/3,굴절률(n20),1.493 ~ 1.503,,,,
MFK-0007,KX EV - 2078/3,비중(d20),0.990 ~ 1.010,,,,
MFK-0018,KX EV - 1293,성상,연황색의 오일액상,,,,
MFK-0018,KX EV - 1293,냄새,표준품에 준함,,,,
MFK-0018,KX EV - 1293,굴절률(n20),1.457 ~ 1.477,,,,
MFK-0018,KX EV - 1293,비중(d20),1.005 ~ 1.025,,,,
MFK-0019,KX EV - 2108,성상,황색의 오일액상,,,,
MFK-0019,KX EV - 2108,냄새,표준품에 준함,,,,
MFK-0019,KX EV - 2108,굴절률(n20),1.492 ~ 1.502,,,,
MFK-0019,KX EV - 2108,비중(d20),0.982 ~ 1.002,,,,
MFK-0021,KX EV W0014,성상,황색의 오일액상,,,,
MFK-0021,KX EV W0014,냄새,표준품에 준함,,,,
MFK-0021,KX EV W0014,굴절률(n20),1.472 ~ 1.482,,,,
MFK-0021,KX EV W0014,비중(d20),1.006 ~ 1.026,,,,
MFK-0022,KX EV - 2106,성상,연황색의 오일액상,,,,
MFK-0022,KX EV - 2106,냄새,표준품에 준함,,,,
MFK-0022,KX EV - 2106,굴절률(n20),1.471 ~ 1.481,,,,
MFK-0022,KX EV - 2106,비중(d20),0.952 ~ 0.972,,,,
MFK-0024,KX EVF 0011,성상,연황색의 오일액상,,,,
MFK-0024,KX EVF 0011,냄새,표준품에 준함,,,,
MFK-0024,KX EVF 0011,굴절률(n20),1.472 ~ 1.492,,,,
MFK-0024,KX EVF 0011,비중(d20),0.984 ~ 1.004,,,,
MFK-0025,KX EVM 0024,성상,연황색의 오일액상,,,,
MFK-0025,KX EVM 0024,냄새,표준품에 준함,,,,
MFK-0025,KX EVM 0024,굴절률(n20),1.456 ~ 1.476,,,,
MFK-0025,KX EVM 0024,비중(d20),0.956 ~ 0.976,,,,
MFK-0026,KXOH 3838,성상,무색의 오일액상,,,,
MFK-0026,KXOH 3838,냄새,표준품에 준함,,,,
MFK-0026,KXOH 3838,굴절률(n20),1.469 ~ 1.489,,,,
MFK-0026,KXOH 3838,비중(d20),0.960 ~ 0.980,,,,
MOK-0003,SF1000N／6cs,성상,무색투명한 액,,,,
MOK-0003,SF1000N／6cs,굴절률(n25),1.396 ~ 1.400,,,,
MOK-0003,SF1000N／6cs,비중(d25),0.921 ~ 0.927,,,,
MPK-0001,Kathon CG,성상,"엷은황색의맑은투명액,특이취",,,,
MPK-0001,Kathon CG,비중(d20),1.150 ~ 1.210,,,,
MPK-0001,Kathon CG,P H,2.5 ~ 5.0,,,,
MSK-0001,KM-105(GMS),성상,"백색~미황색의분말알갱이,특이취",,,,
MSK-0001,KM-105(GMS),융점(℃),55 ~ 70,,,,
MSK-0001,KM-105(GMS),산가,15 이하,,,,
MSK-0001,KM-105(GMS),요오드가,3 이하,,,,
MSK-0001,KM-105(GMS),검화가,150 ~ 180,,,,
MSK-0001,KM-105(GMS),건조감량,2% 이하,,,,
MSK-0001,KM-105(GMS),강열잔분,0.5% 이하,,,,
MVK-0001,Keltrol F,성상,"미황색의가루,특이취",,,,
MVK-0001,Keltrol F,점도,"6,000 ~ 7,500",,,,
MVK-0001,Keltrol F,P H,6.10 ~ 8.10,,,,
MVK-0001,Keltrol F,납,5ppm 이하,,,,
MVK-0001,Keltrol F,비소,3ppm 이하,,,,
MVK-0001,Keltrol F,건조감량,6 ~ 14%,,,,
MVK-0001,Keltrol F,미생물,100Cfu/g 이하,,,,
MWK-0001,Kalchol-6870[Kao],성상,"백색의박편납모양,작은알갱이",,,,
MWK-0001,Kalchol-6870[Kao],융점(℃),46 ~ 55,,,,
MWK-0001,Kalchol-6870[Kao],산가,0.5 이하,,,,
MWK-0001,Kalchol-6870[Kao],요오드가,3 이하,,,,
MWK-0001,Kalchol-6870[Kao],검화가,2 이하,,,,
MWK-0001,Kalchol-6870[Kao],중금속/비소,20ppm 이하/2ppm 이하,,,,
MWK-0001,Kalchol-6870[Kao],강열잔분,0.1% 이하,,,,
MWK-0002,Kalchol 8688 [Kao],성상,"백색의박편납모양,작은알갱이",,,,
MWK-0002,Kalchol 8688 [Kao],융점(℃),54 ~ 61,,,,
MWK-0002,Kalchol 8688 [Kao],산가,0.5 이하,,,,
MWK-0002,Kalchol 8688 [Kao],요오드가,3 이하,,,,
MWK-0002,Kalchol 8688 [Kao],검화가,2 이하,,,,
MWK-0002,Kalchol 8688 [Kao],강열잔분,0.1% 이하,,,,
MXK-0002,KOH(시약),성상,"백색의소구상,박편상결정",,,,
MXK-0002,KOH(시약),중금속,30ppm 이하,,,,
MWK-0003,Kahlwax 7636,성상,흰색~갈색을 띤 고체,,,,
MWK-0003,Kahlwax 7636,융점,83 ~ 89,,,,
MAK-0001,Keratin H-HD,성상,황색의 액상,,,,
MAK-0001,Keratin H-HD,P H,4.00 ~ 7.00,,,,
MAK-0001,Keratin H-HD,비중(d20),0.980 ~ 1.040,,,,
MAK-0001,Keratin H-HD,중금속,10ppm 이하,,,,
MAK-0001,Keratin H-HD,비소,2ppm 이하,,,,
MAK-0001,Keratin H-HD,미생물,100 Cfu/g 이하,,,,
MSK-0002,KC-SCI-80,성상,흰색의 고체,,,,
MSK-0002,KC-SCI-80,pH,4.00~7.50,,,,
MSK-0002,KC-SCI-80,산가,55 이하,,,,
MAL-0013,"Laminaria Extract
(다시마추출물)",성상,연황색의투명한액상,,,,
MAL-0013,"Laminaria Extract
(다시마추출물)",P H,5.50 ~ 7.50,,,,
MAL-0013,"Laminaria Extract
(다시마추출물)",비중(d20),0.980 ~ 1.030,,,,
MAL-0013,"Laminaria Extract
(다시마추출물)",굴절률(n20),1.340 ~ 1.390,,,,
MAL-0013,"Laminaria Extract
(다시마추출물)",납,10ppm 이하,,,,
MAL-0013,"Laminaria Extract
(다시마추출물)",비소,2ppm 이하,,,,
MAL-0013,"Laminaria Extract
(다시마추출물)",미생물,100Cfu/g 이하,,,,
MAL-0014,백합추출물,성상,"갈색투명한액체,특이취",,,,
MAL-0014,백합추출물,P H,4.00 ~ 7.00,,,,
MAL-0014,백합추출물,비중(d20),0.980 ~ 1.040,,,,
MAL-0014,백합추출물,납,10ppm 이하,,,,
MAL-0014,백합추출물,비소,2ppm 이하,,,,
MAL-0014,백합추출물,미생물,100Cfu/g 이하,,,,
MFL-0010,Lavender,성상,연황색의투명액상,,,,
MFL-0010,Lavender,비중(d20),0.928 ~ 0.968,,,,
MFL-0010,Lavender,굴절률(n20),1.453 ~ 1.473,,,,
MKL-0001,Liponic EG-1,성상,"무색의점성액,특이취",,,,
MKL-0001,Liponic EG-1,산가,0.5 이하,,,,
