product_code,sequence_no,ingredient_code,content_ratio
ASML000,10,MOD-0006,1.0
ASML000,11,MOD-0009,1.0
ASML000,12,MWK-0001,0.85
ASML000,13,MKA-0001,0.5
ASML000,14,MKC-0003,0.5
ASML000,15,MPS-0002,0.3
ASML000,16,MPP-0005,0.3
ASML000,17,MVC-0004,0.1
ASML000,18,MOD-0016,0.1
ASML000,19,MXT-0001,0.1
ASML000,20,MFT-0015,0.1
ASML000,21,MXE-0001,0.02
ASML000,22,MAD-0002,0.01
ASML000,23,MAV-0002,0.01
ASML000,24,MAT-0009,0.01
ASML000,25,MAI-0003,0.01
ASML000,26,MAE-0014,0.001
ASCR000,1,MXD-0002,67.61860000000001
ASCR000,2,MK1-0001,6.0
ASCR000,3,MKG-0001,4.0
ASCR000,4,MON-0001,4.0
ASCR000,5,MON-0004,3.5
ASCR000,6,MST-0004,3.0
ASCR000,7,MOM-0005,3.0
ASCR000,8,MWL-0001,2.0
ASCR000,9,MWK-0001,1.8
ASCR000,10,MKA-0001,1.0
ASCR000,11,MOD-0008,1.0
ASCR000,12,MKC-0003,1.0
ASCR000,13,MWM-0002,0.8
ASCR000,14,MPS-0002,0.4
ASCR000,15,MPP-0005,0.4
ASCR000,16,MFT-0015,0.15
ASCR000,17,MOD-0016,0.1
ASCR000,18,MVC-0003,0.08
ASCR000,19,MXT-0001,0.08
ASCR000,20,MXE-0001,0.03
ASCR000,21,MAD-0002,0.01
ASCR000,22,MAV-0002,0.01
ASCR000,23,MAT-0009,0.01
ASCR000,24,MAI-0003,0.01
ASCR000,25,MAE-0014,0.001
ASCR000,26,MCF-0005,0.0002
ASCR000,27,MCF-0006,0.0002
ASES000,1,MXD-0002,78.93799999999999
ASES000,2,MKG-0001,6.0
ASES000,3,MK1-0001,4.0
ASES000,4,MKC-0003,3.0
ASES000,5,MAN-0001,2.0
ASES000,6,MVV-0004,2.0
ASES000,7,MOS-0021,1.0
ASES000,8,MOM-0005,0.5
ASES000,9,MOK-0003,0.5
ASES000,10,MST-0001,0.5
ASES000,11,MPS-0002,0.4
ASES000,12,MPP-0005,0.4
ASES000,13,MOD-0016,0.2
ASES000,14,MFT-0015,0.16
ASES000,15,MKA-0001,0.1
ASES000,16,MVK-0001,0.1
ASES000,17,MOV-0001,0.1
ASES000,18,MXE-0001,0.05
ASES000,19,MAV-0002,0.02
ASES000,20,MAD-0002,0.01
ASES000,21,MAT-0009,0.01
ASES000,22,MAI-0003,0.01
ASES000,23,MAC-0018,0.001
ASES000,24,MAE-0014,0.001
ASEC000,1,MXD-0002,62.759600000000006
ASEC000,2,MOM-0005,7.0
ASEC000,3,MKG-0001,5.0
ASEC000,4,MK1-0001,4.0
ASEC000,5,MON-0001,4.0
ASEC000,6,MST-0004,3.0
ASEC000,7,MON-0004,3.0
ASEC000,8,MWK-0001,2.5
ASEC000,9,MWL-0001,2.2
ASEC000,10,MKD-0005,2.0
ASEC000,11,MKA-0001,1.0
ASEC000,12,MOD-0008,1.0
ASEC000,13,MOD-0016,0.5
ASEC000,14,MAN-0009,0.5
ASEC000,15,MWM-0002,0.3
ASEC000,16,MPS-0002,0.3
ASEC000,17,MPP-0005,0.3
ASEC000,18,MAV-0002,0.1
ASEC000,19,MFT-0015,0.1
ASEC000,20,MAT-0009,0.1
ASEC000,21,MAI-0003,0.1
ASEC000,22,MVC-0003,0.08
ASEC000,23,MXT-0001,0.08
ASEC000,24,MAA-0021,0.04
ASEC000,25,MXE-0001,0.02
ASEC000,26,MAD-0002,0.01
ASEC000,27,MAE-0014,0.01
ASEC000,28,MCF-0005,0.0002
ASEC000,29,MCF-0006,0.0002
MLDF004,1,MKE-0001,43.8499
MLDF004,2,MOD-0015,36.0
MLDF004,3,MFP-0016,20.0
MLDF004,4,MXD-0002,0.1
MLDF004,5,MUA-0001,0.05
MLDF004,6,MCR-0008,0.0001
MLDF005,1,MKE-0001,43.95
MLDF005,2,MOD-0015,36.0
MLDF005,3,MFP-0015,20.0
MLDF005,4,MUA-0001,0.05
MLDFR04,1,MKE-0001,43.8499
MLDFR04,2,MOD-0015,36.0
MLDFR04,3,MFP-0016,20.0
MLDFR04,4,MXD-0002,0.1
MLDFR04,5,MUA-0001,0.05
MLDFR04,6,MCR-0008,0.0001
MLDFR05,1,MKE-0001,43.95
MLDFR05,2,MOD-0015,36.0
MLDFR05,3,MFP-0015,20.0
MLDFR05,4,MUA-0001,0.05
NWSG001,1,MXD-0002,82.19984
NWSG001,2,MKE-0001,7.0
NWSG001,3,MK1-0001,6.0
NWSG001,4,MKG-0001,1.0
NWSG001,5,MKU-0002,1.0
NWSG001,6,MPS-0002,0.4
NWSG001,7,MVC-0003,0.38
NWSG001,8,MXT-0001,0.34
NWSG001,9,MKC-0003,0.3
NWSG001,10,MSE-0025,0.3
NWSG001,11,MPP-0005,0.3
NWSG001,12,MKA-0001,0.2
NWSG001,13,MAA-0001,0.1
NWSG001,14,MAR-0006,0.1
NWSG001,15,MVN-0001,0.05
NWSG001,16,MFD-0008,0.05
NWSG001,17,MAM-0011,0.05
NWSG001,18,MAA-0002,0.05
NWSG001,19,MAL-0013,0.05
NWSG001,20,MAC-0032,0.05
NWSG001,21,MAY-0005,0.05
NWSG001,22,MAD-0002,0.02
NWSG001,23,MAA-0016,0.01
NWSG001,24,MCF-0005,8.999999999999999e-05
NWSG001,25,MCR-0005,7.000000000000001e-05
NWSG002,1,MXD-0002,82.23990999999998
NWSG002,2,MKE-0001,7.0
NWSG002,3,MK1-0001,6.0
NWSG002,4,MKG-0001,1.0
NWSG002,5,MKU-0002,1.0
NWSG002,6,MPS-0002,0.4
NWSG002,7,MVC-0003,0.38
NWSG002,8,MXT-0001,0.34
NWSG002,9,MKC-0003,0.3
NWSG002,10,MSE-0025,0.3
NWSG002,11,MPP-0005,0.3
NWSG002,12,MKA-0001,0.2
NWSG002,13,MAA-0001,0.1
NWSG002,14,MAR-0006,0.1
NWSG002,15,MVN-0001,0.05
NWSG002,16,MFB-0039,0.05
NWSG002,17,MAM-0011,0.05
NWSG002,18,MAA-0002,0.05
NWSG002,19,MAL-0013,0.05
NWSG002,20,MAC-0032,0.05
NWSG002,21,MAD-0002,0.02
NWSG002,22,MAA-0016,0.01
NWSG002,23,MAD-0006,0.01
NWSG002,24,MCF-0001,8.999999999999999e-05
NWSG003,1,MXD-0002,82.14999999999999
NWSG003,2,MKE-0001,7.0
NWSG003,3,MK1-0001,6.0
NWSG003,4,MKG-0001,1.0
NWSG003,5,MKU-0002,1.0
NWSG003,6,MPS-0002,0.4
NWSG003,7,MVC-0003,0.38
NWSG003,8,MXT-0001,0.34
NWSG003,9,MKC-0003,0.3
NWSG003,10,MSE-0025,0.3
NWSG003,11,MPP-0005,0.3
NWSG003,12,MKA-0001,0.2
NWSG003,13,MAA-0001,0.1
NWSG003,14,MAR-0006,0.1
NWSG003,15,MAC-0037,0.1
NWSG003,16,MVN-0001,0.05
NWSG003,17,MFC-0024,0.05
NWSG003,18,MAM-0011,0.05
NWSG003,19,MAA-0002,0.05
NWSG003,20,MAL-0013,0.05
NWSG003,21,MAC-0032,0.05
NWSG003,22,MAD-0002,0.02
NWSG003,23,MAA-0016,0.01
NWSG004,1,MXD-0002,82.17963999999999
NWSG004,2,MKE-0001,7.0
NWSG004,3,MK1-0001,6.0
NWSG004,4,MKG-0001,1.0
NWSG004,5,MKU-0002,1.0
NWSG004,6,MPS-0002,0.4
NWSG004,7,MVC-0003,0.38
NWSG004,8,MXT-0001,0.34
NWSG004,9,MKC-0003,0.3
NWSG004,10,MSE-0025,0.3
NWSG004,11,MPP-0005,0.3
NWSG004,12,MKA-0001,0.2
NWSG004,13,MAA-0001,0.1
NWSG004,14,MAR-0006,0.1
NWSG004,15,MFS-0051,0.06
NWSG004,16,MVN-0001,0.05
NWSG004,17,MAM-0011,0.05
NWSG004,18,MAA-0002,0.05
NWSG004,19,MAL-0013,0.05
NWSG004,20,MAC-0032,0.05
NWSG004,21,MAD-0002,0.02
NWSG004,22,MAV-0005,0.02
NWSG004,23,MAV-0004,0.02
NWSG004,24,MAG-0012,0.02
NWSG004,25,MAA-0016,0.01
NWSG004,26,MCF-0006,0.0003599999999999
NWSG005,1,MXD-0002,82.19985
NWSG005,2,MKE-0001,7.0
NWSG005,3,MK1-0001,6.0
NWSG005,4,MKG-0001,1.0
NWSG005,5,MKU-0002,1.0
NWSG005,6,MPS-0002,0.4
NWSG005,7,MVC-0003,0.38
NWSG005,8,MXT-0001,0.34
NWSG005,9,MKC-0003,0.3
NWSG005,10,MSE-0025,0.3
NWSG005,11,MPP-0005,0.3
NWSG005,12,MKA-0001,0.2
NWSG005,13,MAA-0001,0.1
NWSG005,14,MAR-0006,0.1
NWSG005,15,MVN-0001,0.05
NWSG005,16,MFB-0045,0.05
NWSG005,17,MAM-0011,0.05
NWSG005,18,MAA-0002,0.05
NWSG005,19,MAL-0013,0.05
NWSG005,20,MAC-0032,0.05
NWSG005,21,MAG-0009,0.05
NWSG005,22,MAD-0002,0.02
NWSG005,23,MAA-0016,0.01
NWSG005,24,MCF-0005,0.00014
NWSG005,25,MCF-0001,1e-05
TLBC001,1,MXD-0002,57.97650000000001
TLBC001,2,MSM-0004,20.0
TLBC001,3,MSM-0003,10.0
TLBC001,4,MSM-0013,5.5
TLBC001,5,MAV-0007,3.0
TLBC001,6,MSM-0011,2.5
TLBC001,7,MXN-0003,0.4
TLBC001,8,MFS-0021,0.22
TLBC001,9,MXE-0001,0.1
TLBC001,10,MAS-0019,0.1
TLBC001,11,MPK-0001,0.05
TLBC001,12,MLM-0003,0.07
TLBC001,13,MXC-0001,0.05
TLBC001,14,MUM-0001,0.02
TLBC001,15,MAN-0001,0.01
TLBC001,16,MAV-0002,0.001
TLBC001,17,MAG-0004,0.001
TLBC001,18,MXD-0001,0.001
TLBC001,19,MCR-0001,0.0004
TLBC001,20,MAV-0006,0.0001
TLBC002,1,MXD-0002,61.84857000000001
TLBC002,2,MSM-0004,20.0
TLBC002,3,MSM-0003,10.0
TLBC002,4,MSM-0013,4.5
TLBC002,5,MSM-0011,2.4
TLBC002,6,MFB-0040,0.5
TLBC002,7,MXN-0003,0.4
TLBC002,8,MXE-0001,0.1
TLBC002,9,MAG-0012,0.1
TLBC002,10,MPK-0001,0.05
TLBC002,11,MXC-0001,0.05
TLBC002,12,MUM-0001,0.02
TLBC002,13,MAM-0011,0.01
TLBC002,14,MAH-0006,0.01
TLBC002,15,MAJ-0001,0.01
TLBC002,16,MAV-0002,0.001
TLBC002,17,MCF-0005,0.00025
TLBC002,18,MAV-0006,0.0001
TLBC002,19,MCR-0002,8e-05
TLBC003,1,MXD-0002,61.93878000000001
TLBC003,2,MUM-0001,0.02
TLBC003,3,MXC-0001,0.05
TLBC003,4,MXN-0003,0.4
TLBC003,5,MXE-0001,0.1
TLBC003,6,MSM-0011,2.4
TLBC003,7,MAV-0002,0.001
TLBC003,8,MSM-0004,20.0
TLBC003,9,MSM-0003,10.0
TLBC003,10,MSM-0013,4.5
TLBC003,11,MAM-0011,0.01
TLBC003,12,MAH-0006,0.01
TLBC003,13,MAJ-0001,0.01
TLBC003,14,MAH-0008,0.01
TLBC003,15,MPK-0001,0.05
TLBC003,16,MCF-0005,0.00022
TLBC003,17,MFB-0032,0.5
MLSP001,1,MXD-0002,48.00985
MLSP001,2,MSM-0026,25.0
MLSP001,3,MSM-0025,18.0
MLSP001,4,MSM-0013,4.0
MLSP001,5,MFS-0055,2.0
MLSP001,6,MSM-0027,1.3
MLSP001,7,MKP-0001,0.6
MLSP001,8,MVC-0010,0.2
MLSP001,9,MXE-0001,0.15
MLSP001,10,MXN-0003,0.12
MLSP001,11,MAP-0020,0.1
MLSP001,12,MAG-0007,0.1
MLSP001,13,MAP-0011,0.1
MLSP001,14,MKP-0003,0.1
MLSP001,15,MPK-0001,0.05
MLSP001,16,MAE-0013,0.05
MLSP001,17,MXC-0001,0.04
MLSP001,18,MUM-0001,0.03
MLSP001,19,MFN-0001,0.02
MLSP001,20,MOO-0001,0.01
MLSP001,21,MOD-0016,0.01
MLSP001,22,MOA-0008,0.01
MLSP001,23,MCF-0005,0.0001199999999999
MLSP001,24,MCF-0006,3e-05
MLSP002,1,MXD-0002,47.02985
MLSP002,2,MSM-0026,25.0
MLSP002,3,MSM-0025,18.0
MLSP002,4,MSM-0013,5.0
MLSP002,5,MFP-0015,2.0
MLSP002,6,MSM-0027,1.35
MLSP002,7,MKP-0001,0.5
MLSP002,8,MVC-0010,0.2
MLSP002,9,MXE-0001,0.15
MLSP002,10,MXN-0003,0.15
MLSP002,11,MAP-0020,0.1
MLSP002,12,MAG-0007,0.1
MLSP002,13,MAP-0011,0.1
MLSP002,14,MKP-0003,0.1
MLSP002,15,MPK-0001,0.05
MLSP002,16,MAE-0013,0.05
MLSP002,17,MXC-0001,0.04
MLSP002,18,MUM-0001,0.03
MLSP002,19,MFN-0001,0.02
MLSP002,20,MOO-0001,0.01
MLSP002,21,MOD-0016,0.01
MLSP002,22,MOA-0008,0.01
MLSP002,23,MCF-0005,0.0001199999999999
MLSP002,24,MCF-0006,3e-05
MLSP003,1,MXD-0002,46.97985
MLSP003,2,MSM-0026,25.0
MLSP003,3,MSM-0025,18.0
MLSP003,4,MSM-0013,5.0
MLSP003,5,MFS-0056,2.0
MLSP003,6,MSM-0027,1.4
MLSP003,7,MKP-0001,0.5
MLSP003,8,MVC-0010,0.2
MLSP003,9,MXE-0001,0.15
MLSP003,10,MXN-0003,0.15
MLSP003,11,MAP-0020,0.1
MLSP003,12,MAG-0007,0.1
MLSP003,13,MAP-0011,0.1
MLSP003,14,MKP-0003,0.1
MLSP003,15,MPK-0001,0.05
MLSP003,16,MAE-0013,0.05
MLSP003,17,MXC-0001,0.04
MLSP003,18,MUM-0001,0.03
MLSP003,19,MFN-0001,0.02
MLSP003,20,MOO-0001,0.01
MLSP003,21,MOD-0016,0.01
MLSP003,22,MOA-0008,0.01
MLSP003,23,MCF-0005,0.0001199999999999
MLSP003,24,MCF-0006,3e-05
MLRS001,1,MXD-0002,62.90940000000001
MLRS001,2,MOD-0012,6.0
MLRS001,3,MSM-0024,5.0
MLRS001,4,MFS-0055,5.0
MLRS001,5,MKG-0001,4.0
MLRS001,6,MAG-0007,3.0
MLRS001,7,MWE-0004,2.6
MLRS001,8,MWE-0002,2.5
MLRS001,9,MOM-0005,2.0
MLRS001,10,MOS-0025,2.0
MLRS001,11,MAP-0020,1.0
MLRS001,12,MKP-0001,0.8
MLRS001,13,MSS-0003,0.8
MLRS001,14,MAP-0011,0.5
MLRS001,15,MVC-0010,0.3
MLRS001,16,MSK-0001,0.3
MLRS001,17,MSA-0007,0.3
MLRS001,18,MKP-0003,0.3
MLRS001,19,MOD-0016,0.2
MLRS001,20,MKA-0001,0.1
MLRS001,21,MWM-0005,0.1
MLRS001,22,MOO-0001,0.1
MLRS001,23,MPK-0001,0.05
MLRS001,24,MXE-0001,0.05
MLRS001,25,MAE-0013,0.05
MLRS001,26,MFN-0001,0.02
MLRS001,27,MOA-0008,0.01
MLRS001,28,MXC-0001,0.01
MLRS001,29,MCF-0005,0.0005
MLRS001,30,MCF-0006,0.0001
MLRS002,1,MXD-0002,62.90940000000001
MLRS002,2,MOD-0012,6.0
MLRS002,3,MSM-0024,5.0
MLRS002,4,MFP-0015,5.0
MLRS002,5,MKG-0001,4.0
MLRS002,6,MAG-0007,3.0
MLRS002,7,MWE-0004,2.6
MLRS002,8,MWE-0002,2.5
MLRS002,9,MOM-0005,2.0
MLRS002,10,MOS-0025,2.0
MLRS002,11,MAP-0020,1.0
MLRS002,12,MKP-0001,0.8
MLRS002,13,MSS-0003,0.8
MLRS002,14,MAP-0011,0.5
MLRS002,15,MVC-0010,0.3
MLRS002,16,MSK-0001,0.3
MLRS002,17,MSA-0007,0.3
MLRS002,18,MKP-0003,0.3
MLRS002,19,MOD-0016,0.2
MLRS002,20,MKA-0001,0.1
MLRS002,21,MWM-0005,0.1
MLRS002,22,MOO-0001,0.1
MLRS002,23,MPK-0001,0.05
MLRS002,24,MXE-0001,0.05
MLRS002,25,MAE-0013,0.05
MLRS002,26,MFN-0001,0.02
MLRS002,27,MOA-0008,0.01
MLRS002,28,MXC-0001,0.01
MLRS002,29,MCF-0005,0.0005
MLRS002,30,MCF-0006,0.0001
MLRS003,1,MXD-0002,62.90940000000001
MLRS003,2,MOD-0012,6.0
MLRS003,3,MSM-0024,5.0
MLRS003,4,MFS-0056,5.0
MLRS003,5,MKG-0001,4.0
MLRS003,6,MAG-0007,3.0
MLRS003,7,MWE-0004,2.6
MLRS003,8,MWE-0002,2.5
MLRS003,9,MOM-0005,2.0
MLRS003,10,MOS-0025,2.0
MLRS003,11,MAP-0020,1.0
MLRS003,12,MKP-0001,0.8
MLRS003,13,MSS-0003,0.8
MLRS003,14,MAP-0011,0.5
MLRS003,15,MVC-0010,0.3
MLRS003,16,MSK-0001,0.3
MLRS003,17,MSA-0007,0.3
MLRS003,18,MKP-0003,0.3
MLRS003,19,MOD-0016,0.2
MLRS003,20,MKA-0001,0.1
MLRS003,21,MWM-0005,0.1
MLRS003,22,MOO-0001,0.1
MLRS003,23,MPK-0001,0.05
MLRS003,24,MXE-0001,0.05
MLRS003,25,MAE-0013,0.05
MLRS003,26,MFN-0001,0.02
MLRS003,27,MOA-0008,0.01
MLRS003,28,MXC-0001,0.01
MLRS003,29,MCF-0005,0.0005
MLRS003,30,MCF-0006,0.0001
MLHS001,1,MOS-0024,58.0
MLHS001,2,MOD-0006,21.37897
MLHS001,3,MOL-0002,20.0
MLHS001,4,MFS-0055,0.3
MLHS001,5,MAV-0002,0.1
MLHS001,6,MOF-0006,0.05
MLHS001,7,MOO-0001,0.05
MLHS001,8,MOD-0016,0.05
MLHS001,9,MOM-0005,0.05
MLHS001,10,MFN-0001,0.01
MLHS001,11,MOA-0008,0.01
MLHS001,12,MOO-0002,0.001
MLHS001,13,MKP-0003,1e-05
MLHS001,14,MAP-0020,1e-05
MLHS001,15,MAM-0011,1e-05
MLHS002,1,MOS-0024,58.0
MLHS002,2,MOD-0006,21.37897
MLHS002,3,MOL-0002,20.0
MLHS002,4,MFP-0015,0.3
MLHS002,5,MAV-0002,0.1
MLHS002,6,MOF-0006,0.05
MLHS002,7,MOO-0001,0.05
MLHS002,8,MOD-0016,0.05
MLHS002,9,MOM-0005,0.05
MLHS002,10,MFN-0001,0.01
MLHS002,11,MOA-0008,0.01
MLHS002,12,MOO-0002,0.001
MLHS002,13,MKP-0003,1e-05
MLHS002,14,MAP-0020,1e-05
MLHS002,15,MAM-0011,1e-05
MLHS003,1,MOS-0024,58.0
MLHS003,2,MOD-0006,21.37897
MLHS003,3,MOL-0002,20.0
MLHS003,4,MFS-0056,0.3
MLHS003,5,MAV-0002,0.1
MLHS003,6,MOF-0006,0.05
MLHS003,7,MOO-0001,0.05
MLHS003,8,MOD-0016,0.05
MLHS003,9,MOM-0005,0.05
MLHS003,10,MFN-0001,0.01
MLHS003,11,MOA-0008,0.01
MLHS003,12,MOO-0002,0.001
MLHS003,13,MKP-0003,1e-05
MLHS003,14,MAP-0020,1e-05
MLHS003,15,MAM-0011,1e-05
ANBC001,1,MXD-0002,61.80982000000001
ANBC001,2,MSM-0004,20.0
ANBC001,3,MSM-0003,10.0
ANBC001,4,MSM-0013,4.5
ANBC001,5,MSM-0011,2.4
ANBC001,6,MF9-0005,0.5
ANBC001,7,MXN-0003,0.4
ANBC001,8,MXE-0001,0.1
ANBC001,9,MAR-0006,0.1
ANBC001,10,MPK-0001,0.07
ANBC001,11,MXC-0001,0.04
ANBC001,12,MUM-0001,0.03
ANBC001,13,MFN-0001,0.01
ANBC001,14,MAG-0004,0.01
ANBC001,15,MAF-0006,0.01
ANBC001,16,MAE-0013,0.01
ANBC001,17,MAW-0002,0.01
ANBC001,18,MCF-0005,0.00015
ANBC001,19,MCF-0001,3e-05
ANBC002,1,MXD-0002,61.75000000000001
ANBC002,2,MSM-0004,20.0
ANBC002,3,MSM-0003,10.0
ANBC002,4,MSM-0013,4.5
ANBC002,5,MSM-0011,2.25
ANBC002,6,MFB-0053,0.7
ANBC002,7,MXN-0003,0.4
ANBC002,8,MXE-0001,0.1
ANBC002,9,MAR-0006,0.1
ANBC002,10,MPK-0001,0.07
ANBC002,11,MXC-0001,0.04
ANBC002,12,MUM-0001,0.03
ANBC002,13,MFN-0001,0.01
ANBC002,14,MAG-0004,0.01
ANBC002,15,MAF-0006,0.01
ANBC002,16,MAI-0004,0.01
ANBC002,17,MAI-0003,0.01
ANBC002,18,MAC-0001,0.01
ANBC003,1,MXD-0002,61.83973000000001
ANBC003,2,MSM-0004,20.0
ANBC003,3,MSM-0003,10.0
ANBC003,4,MSM-0013,4.5
ANBC003,5,MSM-0011,2.4
ANBC003,6,MFT-0011,0.45
ANBC003,7,MXN-0003,0.4
ANBC003,8,MXE-0001,0.1
ANBC003,9,MAR-0006,0.1
ANBC003,10,MPK-0001,0.07
ANBC003,11,MXC-0001,0.04
ANBC003,12,MUM-0001,0.03
ANBC003,13,MFN-0001,0.01
ANBC003,14,MAG-0004,0.01
ANBC003,15,MAF-0006,0.01
ANBC003,16,MAI-0003,0.01
ANBC003,17,MAL-0016,0.01
ANBC003,18,MAH-0006,0.01
ANBC003,19,MAJ-0001,0.01
ANBC003,20,MCR-0005,0.00019
ANBC003,21,MCF-0001,8e-05
NDBC000,1,MXD-0002,62.48982
NDBC000,2,MSM-0004,20.0
NDBC000,3,MSM-0003,10.0
NDBC000,4,MSM-0011,3.0
NDBC000,5,MSM-0013,3.0
NDBC000,6,MLM-0003,0.5
NDBC000,7,MXN-0003,0.4
NDBC000,8,MFT-0004,0.25
NDBC000,9,MXE-0001,0.2
NDBC000,10,MPK-0001,0.07
NDBC000,11,MXC-0001,0.07
NDBC000,12,MAM-0001,0.01
NDBC000,13,MAS-0003,0.01
NDBC000,14,MCF-0006,0.0001199999999999
NDBC000,15,MCR-0002,6e-05
NDSP000,1,MXD-0002,58.4
NDSP000,2,MSM-0026,20.0
NDSP000,3,MSM-0025,12.0
NDSP000,4,MSM-0013,5.0
NDSP000,5,MSM-0027,1.3
NDSP000,6,MLM-0003,1.1
NDSP000,7,MXN-0003,0.55
NDSP000,8,MKP-0001,0.45
NDSP000,9,MOD-0012,0.45
NDSP000,10,MFT-0003,0.33
NDSP000,11,MVC-0010,0.2
NDSP000,12,MXE-0001,0.1
NDSP000,13,MPK-0001,0.07
NDSP000,14,MXC-0001,0.04
NDSP000,15,MAP-0020,0.01
NDRS000,1,MXD-0002,84.60979
NDRS000,2,MSM-0024,6.0
NDRS000,3,MWE-0004,2.5
NDRS000,4,MWE-0002,2.0
NDRS000,5,MKG-0001,1.5
NDRS000,6,MOD-0012,1.0
NDRS000,7,MOL-0002,1.0
NDRS000,8,MFT-0003,0.33
NDRS000,9,MSA-0007,0.3
NDRS000,10,MSK-0001,0.3
NDRS000,11,MPD-0003,0.2
NDRS000,12,MVC-0010,0.2
NDRS000,13,MXD-0001,0.02
NDRS000,14,MXE-0001,0.02
NDRS000,15,MAP-0020,0.01
NDRS000,16,MXC-0001,0.01
NDRS000,17,MCF-0005,0.00015
NDRS000,18,MCR-0002,6e-05
NMML000,1,MXD-0002,75.14999999999999
NMML000,2,MOL-0002,8.5
NMML000,3,MKE-0001,3.5
NMML000,4,MKG-0001,3.0
NMML000,5,MK1-0001,2.0
NMML000,6,MST-0001,1.6
NMML000,7,MWE-0001,1.0
NMML000,8,MWL-0001,1.0
NMML000,9,MWK-0002,0.8
NMML000,10,MOD-0004,0.5
NMML000,11,MOM-0004,0.5
NMML000,12,MSA-0007,0.5
NMML000,13,MSK-0001,0.5
NMML000,14,MFM-0018,0.4
NMML000,15,MPP-0005,0.3
NMML000,16,MPD-0003,0.2
NMML000,17,MXT-0001,0.2
NMML000,18,MKA-0001,0.1
NMML000,19,MPD-0004,0.1
NMML000,20,MVC-0004,0.08
NMML000,21,MVP-0006,0.02
NMML000,22,MXE-0001,0.02
NMML000,23,MAD-0006,0.01
NMML000,24,MAF-0006,0.01
NMML000,25,MWS-0001,0.01
NMSL000,1,MXD-0002,65.63990000000001
NMSL000,2,MKE-0001,32.0
NMSL000,3,MKL-0001,1.0
NMSL000,4,MFM-0018,0.65
NMSL000,5,MSN-0011,0.4
NMSL000,6,MST-0002,0.1
NMSL000,7,MKA-0001,0.1
NMSL000,8,MPD-0003,0.05
NMSL000,9,MAA-0001,0.02
NMSL000,10,MXE-0001,0.02
NMSL000,11,MAA-0016,0.01
NMSL000,12,MAF-0006,0.01
NMSL000,13,MCF-0001,6e-05
NMSL000,14,MCR-0005,4e-05
RMET001,1,MKE-0001,62.0
RMET001,2,MXD-0002,31.98
RMET001,3,MFB-0053,3.5
RMET001,4,MSE-0025,2.4
RMET001,5,MUA-0001,0.1
RMET001,6,MAR-0006,0.01
RMET001,7,MAT-0009,0.01
NDML000,1,MXD-0002,77.46
NDML000,2,MON-0001,4.5
NDML000,3,MOL-0002,4.0
NDML000,4,MKG-0001,3.0
NDML000,5,MK1-0001,2.0
NDML000,6,MST-0001,1.4
NDML000,7,MOM-0004,1.0
NDML000,8,MSA-0007,1.0
NDML000,9,MWE-0001,1.0
NDML000,10,MWL-0001,1.0
NDML000,11,MOD-0004,0.5
NDML000,12,MSK-0001,0.5
NDML000,13,MWK-0001,0.5
NDML000,14,MKC-0003,0.5
NDML000,15,MPP-0005,0.3
NDML000,16,MXT-0001,0.26
NDML000,17,MPD-0003,0.2
NDML000,18,MWS-0001,0.2
NDML000,19,MFT-0002,0.12
NDML000,20,MVC-0004,0.12
NDML000,21,MAM-0011,0.1
NDML000,22,MKA-0001,0.1
NDML000,23,MPD-0004,0.1
NDML000,24,MAL-0013,0.1
NDML000,25,MXE-0001,0.02
NDML000,26,MAP-0019,0.01
NDML000,27,MAF-0006,0.01
NDSL000,1,MXD-0002,82.61990999999999
NDSL000,2,MKE-0001,7.0
NDSL000,3,MK1-0001,4.0
NDSL000,4,MKG-0001,3.0
NDSL000,5,MKC-0003,1.0
NDSL000,6,MKA-0001,0.5
NDSL000,7,MKL-0001,0.5
NDSL000,8,MSN-0011,0.25
NDSL000,9,MPP-0005,0.2
NDSL000,10,MPD-0003,0.15
NDSL000,11,MAP-0019,0.1
NDSL000,12,MST-0002,0.1
NDSL000,13,MXT-0001,0.1
NDSL000,14,MAM-0011,0.1
NDSL000,15,MAL-0013,0.1
NDSL000,16,MAF-0006,0.1
NDSL000,17,MVC-0004,0.08
NDSL000,18,MFT-0002,0.05
NDSL000,19,MAD-0002,0.02
NDSL000,20,MXE-0001,0.02
NDSL000,21,MUM-0001,0.01
NDSL000,22,MCR-0005,5e-05
NDSL000,23,MCF-0005,4e-05
ARFC001,1,MXD-0002,44.85999999999999
ARFC001,2,MKG-0001,17.0
ARFC001,3,MWM-0006,14.0
ARFC001,4,MWP-0009,8.0
ARFC001,5,MXK-0002,5.2
ARFC001,6,MWL-0003,4.0
ARFC001,7,MLM-0003,2.0
ARFC001,8,MSA-0007,2.0
ARFC001,9,MWW-0001,1.7
ARFC001,10,MFF-0020,0.6
ARFC001,11,MXE-0001,0.1
ARFC001,12,MPD-0003,0.1
ARFC001,13,MAF-0006,0.1
ARFC001,14,MAL-0018,0.1
ARFC001,15,MAA-0002,0.1
ARFC001,16,MVN-0001,0.06
ARFC001,17,MAA-0001,0.02
ARFC001,18,MSE-0008,0.01
ARFC001,19,MOM-0005,0.01
ARFC001,20,MAV-0002,0.01
ARFC001,21,MOO-0001,0.01
ARFC001,22,MAD-0002,0.01
ARFC001,23,MKC-0003,0.01
ARFC002,1,MXD-0002,44.85999999999999
ARFC002,2,MKG-0001,17.0
ARFC002,3,MWM-0006,14.0
