ingredient_code,component_order,inci_name_en,inci_name_kr,cas_number,composition_ratio,function,country_of_origin
MXL-0003,2,Anhydroxylitol,,38139-93-4,25,Film Formers,독일
MXL-0003,3,Xylitol,,,25,Film Formers,독일
MXM-0001,1,Menthol,멘톨,"89-78-1 
1490-04-6",100,Skin Conditioning Agent,인도
MXM-0002,1,Sodium Chloride,소듐클로라이드,7647-14-5,100,Sweetener,
MXM-0003,1,Polyquaternium-11,폴리쿼터늄-11,53633-54-8,20,"Film Formers, Hair Fixatives",
MXM-0003,2,Water,,,80,"Film Formers, Hair Fixatives",
MXM-0003,3,Phenoxyethanol,,,0.5,"Film Formers, Hair Fixatives",
MXM-0004,1,Xanthan Gum,,-,100,Film Formers,일본
MXM-0005,1,Magnesium sulfate,마그네슘설페이트,7487-88-9,0,Emulsion Stabilizer,
MXM-0005,2,Water,정제수,7732-18-5,0,Emulsion Stabilizer,
MXM-0006,1,Methyl Perfluoroisobutyl Ether,메틸퍼플루오로아이소부틸에터,163702-08-7,100,Viscosity decreasing Agent,중국
MXN-0003,1,Sodium Chloride,소듐클로라이드,7647-14-5,100,Viscosity-Increasing Agent,대한민국
MXN-0004,1,Sodium Hydroxide,소듐하이드록사이드,1310-73-2,100,pH Adjuster,대한민국
MXO-0001,1,Zea Mays (Corn) Starch,옥수수전분,9005-25-8,100,Skin Conditioning Agent,대한민국
MXP-0001,1,Xylose,,25213-24-5,50,"Binder, Film Formers",일본
MXP-0001,2,Sodium Anisate,,,50,"Binder, Film Formers",일본
MXP-0002,1,Phytic Acid,파이틱애씨드,83-86-3,50,Skin Conditioning Agent,일본
MXP-0002,2,water,,,50,Skin Conditioning Agent,일본
MXP-0003,1,Papain,파파인,9001-73-4,100,Skin Conditioning Agent,대한민국
MXS-0001,1,Salicylic Acid,살리실릭애씨드,69-72-7,100,Skin Conditioning Agent,프랑스
MXS-0008,1,Sodium Citrate,소듐시트레이트,68-04-2,100,Buffering Agent,
MXS-0009,1,Sodium Metabisulfite,소듐메타바이설파이트,7681-57-4,100,Antioxidants,
MXS-0010,1,Capsicum Annuum Fruit Extract,고추열매추출물,-,100,"Antioxidants, Cosmetic Astringents",
MXS-0011,1,Sodium Bicarbonate,소듐바이카보네이트,144-55-8,100,Buffering Agent,대한민국
MXS-0012,1,Sodium Sulfite,소듐설파이트,7757-83-7,100,Antioxidants,대한민국
MXS-0013,1,Sucrose,수크로오스,57-50-1,100,Skin Conditioning Agent,
MXS-0014,1,Sodium Guaiazulene Sulfonate,소듐구아이아줄렌설포네이트,6223-35-4,100,Skin Conditioning Agent,중국
MXS-0015,1,Sodium DNA,소듐디엔에이,9007-49-2,100,Skin Conditioning Agent,대한민국
MXT-0001,1,Triethanolamine,트라이에탄올아민,102-71-6,100,pH Adjuster,
MXT-0005,1,Tromethamine,트로메타민,77-86-1,100,pH Adjuster,중국
MXV-0001,1,Vanillyl Butyl Ether,바닐릴부틸에터,82654-98-6,100,Skin Conditioning Agent,
MXV-0002,1,Vermiculite,질석,1318-00-9,100,Bulking Agent,대한민국
MXV-0003,1,Microcrystalline Cellulose,마이크로크리스탈린셀룰로오스,9004-34-6,70,"Bulking Agents, Emulsion Stabilizer",
MXV-0003,2,Cellulose,셀룰로오스,9004-34-6,30,"Bulking Agents, Emulsion Stabilizer",
MXW-0001,1,Juglans Regia (Walnut) Shell Powder,호두나무열매껍질가루,-,100,"Scrubs, Bulking Agents",대한민국
ZMM-0042,1,Phellinus Linteus Mycelium Extract,진흙버섯균사체추출물,-,0,Skin Conditioning Agent,
ZMM-0042,2,Aloe Barbadensis Leaf Juice,알로에베라잎즙,,0,Skin Conditioning Agent,
